,x,y,w,h,protein,protein_type,TE,avg_gray,25_gray,50_gray,75_gray
5,725,524,75,56,0.35,clIscA1(LB +FAC),99,194.3999013806706,188.0,194.0,199.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),99,187.4402485659656,178.0,187.0,193.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),99,187.01828153564898,180.0,187.0,192.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),99,195.53556485355648,189.0,195.0,200.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),99,200.42475091767173,192.0,199.0,207.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),99,199.6818652849741,194.0,199.0,204.0
6,873,634,75,55,11.3,clIscA1(LB +FAC),99,195.82571572074335,190.0,196.0,200.0
6,1001,632,71,51,9.1,clIscA1(LB +FAC),99,184.37728075338435,177.0,184.0,190.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),99,206.09605774569684,200.0,207.0,210.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),99,209.94081757169005,204.0,209.0,215.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),99,213.36182519280206,208.0,214.0,216.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),99,200.01930261519303,192.0,199.0,206.0
7,989,747,72,50,10.51,clIscA1(LB +FAC),99,186.14310954063603,182.0,185.0,191.0
