,x,y,w,h,protein,protein_type,TE,avg_gray,25_gray,50_gray,75_gray
1,444,66,75,60,0.96,clIscA1(LB +FAC),108,187.5559289486318,183.0,188.0,190.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),108,182.0448256779192,180.0,181.0,185.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),108,178.58577165806082,174.0,179.0,181.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),108,187.69919110212336,183.0,189.0,189.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),108,189.0125968992248,186.0,189.0,191.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),108,198.750353940538,194.0,199.0,202.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),108,196.62957811775615,190.0,198.0,200.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),108,197.90184994861255,189.0,198.0,204.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),108,193.31360946745562,185.0,192.0,199.0
2,994,180,74,54,0.68,clIscA1(LB +FAC),108,200.20227625452665,194.0,200.0,206.0
3,431,301,79,59,0.39,clIscA1(LB +FAC),108,193.27597254004576,186.0,194.0,198.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),108,197.37151702786377,189.0,198.0,204.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),108,194.5129205265724,189.0,194.0,198.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),108,189.67364990689012,181.0,189.0,197.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),108,198.44100054377378,191.0,198.0,204.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),108,195.53740247820102,188.0,197.0,200.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),108,201.21520190023753,190.0,201.0,207.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),108,197.33543383422202,189.0,198.0,202.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),108,195.64811031664965,188.0,197.0,202.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),108,195.9828539823009,187.0,197.0,203.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),108,195.9949679780421,189.0,197.0,199.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),108,205.18125323666493,198.0,205.0,208.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),108,198.42694187941336,191.0,198.0,205.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),108,191.8449848024316,182.0,190.0,198.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),108,191.41481950601647,185.0,191.0,198.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),108,198.53404353867532,190.0,198.0,205.0
6,575,638,74,56,1.9,clIscA1(LB +FAC),108,205.61899378179763,198.0,205.0,212.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),108,204.3086232980333,198.0,205.0,209.0
6,873,634,75,55,11.3,clIscA1(LB +FAC),108,199.79769392033543,192.0,199.0,206.0
6,1001,632,71,51,9.1,clIscA1(LB +FAC),108,189.18533724340176,183.0,189.0,194.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),108,208.3045154185022,204.0,207.0,213.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),108,213.01105651105652,206.0,213.0,218.0
7,720,747,67,49,5.95,clIscA1(LB +FAC),108,216.50942211055278,213.0,216.0,220.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),108,205.2767441860465,198.0,206.0,210.0
7,989,747,72,50,10.51,clIscA1(LB +FAC),108,193.0977045320777,188.0,192.0,199.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),117,182.53678606001935,179.0,182.0,187.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),117,180.69210386857446,177.0,181.0,182.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),117,178.02126528442318,173.0,178.0,181.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),117,184.2299095263438,180.0,184.0,188.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),117,188.03790087463557,183.0,189.0,191.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),117,193.814880425155,189.0,194.0,198.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),117,191.911135490949,188.0,192.0,198.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),117,193.89955686853767,186.0,194.0,199.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),117,188.01388174807198,181.0,189.0,196.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),117,199.23918846769888,194.0,199.0,204.0
3,431,300,79,60,0.39,clIscA1(LB +FAC),117,189.8644773358002,182.0,190.0,197.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),117,193.7307132459971,186.0,194.0,199.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),117,190.5297423887588,188.0,189.0,194.0
3,870,298,76,58,1.9,clIscA1(LB +FAC),117,185.10506566604127,176.0,185.0,190.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),117,195.3883547008547,188.0,197.0,200.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),117,191.60334645669292,186.0,192.0,197.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),117,197.1407789770061,188.0,198.0,204.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),117,193.00633837152608,187.0,192.0,198.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),117,190.70617042115572,184.0,190.0,197.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),117,191.94574064026045,183.0,190.0,198.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),117,192.08641404805914,188.0,191.0,196.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),117,200.84474445515912,195.0,200.0,206.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),117,195.2368686868687,188.0,197.0,200.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),117,187.55576923076924,181.0,188.0,194.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),117,187.64234016887818,181.0,188.0,192.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),117,196.8832558139535,189.0,198.0,203.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),117,201.69488089204256,195.0,201.0,207.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),117,201.07946666666666,197.0,200.0,206.0
6,874,634,74,55,11.3,clIscA1(LB +FAC),117,195.0709255533199,188.0,196.0,199.0
6,1001,632,71,51,9.1,clIscA1(LB +FAC),117,183.6072261072261,177.0,183.0,189.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),117,207.95840086439762,203.0,207.0,213.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),117,211.7267156862745,206.0,213.0,215.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),117,213.7013487475915,209.0,214.0,216.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),117,199.63138686131387,193.0,198.0,206.0
7,989,747,71,50,10.51,clIscA1(LB +FAC),117,185.5187134502924,181.0,184.0,190.0
1,443,66,76,60,0.96,clIscA1(LB +FAC),126,188.1492537313433,184.0,187.0,192.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),126,182.55982674607472,179.0,183.0,186.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),126,178.15368639667705,173.0,179.0,180.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),126,186.89759344598053,182.0,187.0,190.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),126,188.6115459882583,186.0,187.0,192.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),126,199.4760164458657,196.0,199.0,203.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),126,196.19605142332415,191.0,196.0,199.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),126,196.77261904761906,189.0,197.0,204.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),126,193.63512857836002,185.0,195.0,200.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),126,200.94580233793837,196.0,201.0,205.0
3,432,300,78,60,0.39,clIscA1(LB +FAC),126,194.2852733686067,186.0,196.0,199.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),126,197.34467671366068,189.0,197.0,204.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),126,194.12380473074987,188.0,194.0,198.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),126,189.7110792741165,181.0,188.0,196.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),126,199.3699946609717,192.0,199.0,204.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),126,196.50671607225567,189.0,197.0,201.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),126,199.75699220541037,190.0,201.0,206.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),126,196.78011885467316,189.0,196.0,203.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),126,196.22908366533864,187.0,196.0,201.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),126,195.3342245989305,187.0,196.0,201.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),126,195.8131655372701,190.0,196.0,200.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),126,204.07238472979674,197.0,204.0,209.0
5,725,524,75,57,0.35,clIscA1(LB +FAC),126,199.11066599899848,191.0,199.0,204.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),126,191.53571428571428,182.0,191.0,197.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),126,192.3844754396604,186.0,192.0,198.0
6,440,635,79,57,0.0001,clIscA1(LB +FAC),126,198.6754514397267,191.0,199.0,204.0
6,575,638,75,56,1.9,clIscA1(LB +FAC),126,205.728165374677,198.0,204.0,212.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),126,204.29676071055383,198.0,204.0,209.0
6,874,634,74,55,11.3,clIscA1(LB +FAC),126,197.6975051975052,189.0,198.0,204.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),126,188.91482112436117,182.0,188.0,195.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),126,207.5133514986376,203.0,206.0,213.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),126,213.33607594936709,207.0,213.0,220.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),126,217.07594128908744,213.0,216.0,221.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),126,204.45630498533725,197.0,204.0,210.0
7,989,747,72,50,10.51,clIscA1(LB +FAC),126,192.53655589123866,186.0,193.0,198.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),135,182.46126552335895,179.0,184.0,187.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),135,180.7199587416194,178.0,180.0,184.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),135,177.23597883597884,172.0,179.0,179.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),135,184.54758107389685,180.0,185.0,187.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),135,190.02360774818402,186.0,191.0,196.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),135,194.38888888888889,189.0,195.0,197.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),135,193.07917059377945,187.0,193.0,196.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),135,194.22276741903826,187.0,196.0,199.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),135,189.3701550387597,181.0,187.0,196.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),135,201.5839340885685,196.0,202.0,205.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),135,188.33061224489796,183.0,192.0,196.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),135,194.24660852713177,187.0,196.0,200.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),135,189.35383064516128,186.0,188.0,194.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),135,185.85377358490567,179.0,186.0,191.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),135,196.8731387730792,190.0,197.0,203.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),135,193.178686265503,186.0,193.0,198.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),135,197.03327171903882,188.0,197.0,204.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),135,193.66683518705764,187.0,195.0,198.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),135,191.34646416706218,185.0,191.0,197.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),135,192.3568281938326,184.0,193.0,198.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),135,193.05657708628004,188.0,194.0,197.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),135,201.4751671442216,196.0,202.0,205.0
5,725,524,75,57,0.35,clIscA1(LB +FAC),135,195.2982635342186,187.0,196.0,200.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),135,188.1797637390858,180.0,187.0,195.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),135,188.47907822922983,181.0,187.0,194.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),135,197.84848484848484,191.0,197.0,203.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),135,202.73373983739836,196.0,203.0,208.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),135,200.898197242842,196.0,201.0,205.0
6,874,634,74,55,11.3,clIscA1(LB +FAC),135,193.63289869608826,187.0,195.0,198.0
6,1001,632,71,51,9.1,clIscA1(LB +FAC),135,182.85510688836104,175.0,183.0,188.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),135,209.25948323254536,203.0,210.0,213.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),135,212.79782082324456,205.0,213.0,218.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),135,213.45961538461538,210.0,213.0,216.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),135,197.55146198830408,190.0,196.0,203.0
7,989,747,72,49,10.51,clIscA1(LB +FAC),135,183.88319427890346,179.0,184.0,188.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),144,187.93485827946296,183.0,188.0,193.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),144,184.1959638874137,180.0,185.0,186.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),144,179.45015105740183,175.0,178.0,183.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),144,188.49429874572405,184.0,188.0,193.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),144,193.8702213279678,190.0,194.0,196.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),144,199.88293561458804,195.0,201.0,202.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),144,196.29431762991743,193.0,196.0,200.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),144,198.16148751910342,191.0,198.0,202.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),144,193.12612137203166,185.0,194.0,201.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),144,202.82419967444383,196.0,202.0,209.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),144,194.70033349213912,187.0,194.0,200.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),144,198.59611742424244,191.0,199.0,203.0
3,726,292,75,58,9.07,clIscA1(LB +FAC),144,194.81037924151696,193.0,194.0,198.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),144,190.71955896452542,184.0,191.0,197.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),144,199.8311758360302,194.0,201.0,204.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),144,196.54793233082708,191.0,197.0,201.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),144,200.6369075011505,193.0,201.0,207.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),144,198.12025316455697,193.0,198.0,202.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),144,196.44930985245122,188.0,196.0,202.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),144,195.80816554809843,187.0,195.0,202.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),144,196.60851262862488,193.0,197.0,201.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),144,204.78865729520118,199.0,204.0,210.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),144,199.7779960707269,194.0,201.0,204.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),144,192.58794708476236,184.0,194.0,200.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),144,192.28070175438597,185.0,193.0,198.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),144,199.6953422053232,193.0,201.0,204.0
6,575,638,75,56,1.9,clIscA1(LB +FAC),144,206.03709349593495,200.0,204.0,212.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),144,205.4214501510574,200.0,204.0,211.0
6,873,634,74,55,11.3,clIscA1(LB +FAC),144,197.92132505175982,191.0,198.0,202.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),144,187.39685314685315,181.0,186.0,193.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),144,209.93973941368077,203.0,211.0,214.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),144,214.12327044025156,208.0,213.0,220.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),144,217.37339331619538,212.0,218.0,221.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),144,204.10874704491727,197.0,202.0,210.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),144,190.65766294773928,184.0,190.0,196.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),153,184.3050925925926,180.0,185.0,187.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),153,180.92958801498128,176.0,182.0,185.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),153,177.2806282722513,174.0,177.0,181.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),153,183.71177410761854,179.0,185.0,186.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),153,192.14278242677824,186.0,194.0,195.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),153,195.39020618556702,192.0,196.0,199.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),153,193.4473429951691,188.0,194.0,196.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),153,194.78528934559222,186.0,195.0,200.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),153,189.28114715561824,180.0,189.0,195.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),153,203.0855365474339,197.0,202.0,208.0
3,431,301,79,59,0.39,clIscA1(LB +FAC),153,191.3839122486289,184.0,193.0,196.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),153,195.0746907706946,186.0,194.0,201.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),153,189.86102564102563,185.0,190.0,194.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),153,185.44569816643158,177.0,185.0,192.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),153,198.4047362755651,193.0,199.0,203.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),153,194.85675057208238,188.0,195.0,199.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),153,196.8836246550138,187.0,197.0,202.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),153,193.39919557566617,186.0,194.0,199.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),153,191.91863385233552,185.0,194.0,198.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),153,192.27514124293785,184.0,194.0,199.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),153,194.49289099526067,189.0,194.0,198.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),153,200.62160852713177,195.0,201.0,205.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),153,194.8794133623031,188.0,195.0,201.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),153,189.62995169082126,181.0,188.0,195.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),153,189.85359951603147,182.0,190.0,195.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),153,197.59469696969697,191.0,198.0,202.0
6,576,638,73,56,1.9,clIscA1(LB +FAC),153,202.02294056308654,195.0,202.0,208.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),153,201.49972811310494,195.0,202.0,205.0
6,874,634,74,55,11.3,clIscA1(LB +FAC),153,193.34422880490297,186.0,194.0,197.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),153,182.88836662749705,176.0,184.0,188.0
7,442,749,72,52,0.0002,clIscA1(LB +FAC),153,208.00718629076837,201.0,209.0,211.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),153,211.53152585119798,205.0,211.0,218.0
7,720,747,67,49,5.95,clIscA1(LB +FAC),153,212.72619788425638,209.0,212.0,217.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),153,198.11215502055197,193.0,198.0,203.0
7,989,747,72,49,10.51,clIscA1(LB +FAC),153,185.47355912061795,179.0,185.0,190.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),162,180.28846153846155,176.0,182.0,185.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),162,176.86423118865866,174.0,176.0,180.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),162,174.3477789815818,169.0,175.0,176.0
1,853,59,72,57,2.35,clIscA1(LB +FAC),162,183.8564766839378,179.0,185.0,186.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),162,190.40555841482245,185.0,191.0,194.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),162,193.58044444444445,189.0,194.0,197.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),162,188.05235294117648,184.0,188.0,194.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),162,193.0596094552929,185.0,194.0,198.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),162,189.19217769193625,179.0,188.0,195.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),162,200.57296466973887,194.0,202.0,204.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),162,188.66786034019697,182.0,188.0,194.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),162,192.26172607879926,184.0,194.0,198.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),162,187.63062200956938,184.0,187.0,192.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),162,183.94865642994242,176.0,185.0,191.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),162,195.71545157780196,189.0,194.0,201.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),162,190.23226111636708,184.0,191.0,195.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),162,193.9484956654768,185.0,194.0,200.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),162,192.85405664906386,185.0,194.0,197.0
4,871,406,77,56,1.06,clIscA1(LB +FAC),162,190.8396501457726,183.0,192.0,196.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),162,190.21108742004265,182.0,191.0,195.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),162,191.2126295017267,185.0,191.0,194.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),162,198.8078960038517,194.0,200.0,203.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),162,194.3348909657321,187.0,194.0,200.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),162,187.21868686868686,177.0,186.0,194.0
5,1001,523,68,50,2.36,clIscA1(LB +FAC),162,186.52295766249256,180.0,186.0,192.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),162,194.10118203309693,186.0,194.0,200.0
6,575,638,75,56,1.9,clIscA1(LB +FAC),162,201.5227014755959,194.0,201.0,205.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),162,199.79331941544885,194.0,201.0,204.0
6,874,634,73,55,11.3,clIscA1(LB +FAC),162,189.7232767232767,183.0,190.0,195.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),162,180.88513119533528,175.0,180.0,187.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),162,203.73792337590228,200.0,203.0,209.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),162,208.48313253012049,202.0,209.0,213.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),162,210.25891181988743,205.0,210.0,213.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),162,194.51194539249147,187.0,194.0,201.0
7,989,747,71,50,10.51,clIscA1(LB +FAC),162,183.69235400361228,176.0,184.0,189.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),171,185.15994371482176,181.0,185.0,190.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),171,181.77154724818277,179.0,182.0,183.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),171,176.65065243179123,172.0,177.0,181.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),171,184.1864764923402,181.0,184.0,188.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),171,193.27893175074183,190.0,193.0,197.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),171,196.20102564102564,192.0,197.0,201.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),171,193.25173210161662,188.0,192.0,198.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),171,195.6726069246436,188.0,195.0,201.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),171,190.7014423076923,182.0,192.0,198.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),171,206.42341871406168,200.0,207.0,211.0
3,432,300,78,60,0.39,clIscA1(LB +FAC),171,192.2188679245283,184.0,192.0,199.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),171,196.21421800947869,189.0,196.0,202.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),171,190.57542168674698,185.0,191.0,193.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),171,186.2914903620122,178.0,185.0,192.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),171,200.4302009777295,192.0,201.0,205.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),171,194.71289424860854,188.0,194.0,199.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),171,198.2036866359447,190.0,200.0,203.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),171,195.37840565085773,190.0,194.0,201.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),171,193.5921568627451,185.0,193.0,200.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),171,193.15158245419212,183.0,192.0,200.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),171,195.11463761250593,191.0,195.0,199.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),171,202.02022147327878,194.0,201.0,208.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),171,197.02005012531328,191.0,198.0,202.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),171,189.8029126213592,181.0,190.0,197.0
5,1001,523,68,50,2.36,clIscA1(LB +FAC),171,190.01975308641974,183.0,191.0,194.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),171,199.00919117647058,192.0,200.0,204.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),171,204.1091000502765,199.0,203.0,210.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),171,202.77082255561302,199.0,202.0,207.0
6,874,634,74,55,11.3,clIscA1(LB +FAC),171,193.0540131246845,186.0,192.0,198.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),171,182.35234699940582,175.0,182.0,188.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),171,209.4415367483296,204.0,210.0,213.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),171,213.8907203907204,207.0,213.0,219.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),171,214.60630449362844,209.0,213.0,219.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),171,198.0474777448071,191.0,199.0,203.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),171,184.80569007263924,180.0,183.0,191.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),18,189.3223748773307,185.0,190.0,192.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),18,185.77847113884556,183.0,186.0,188.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),18,183.00327510917032,178.0,184.0,185.0
1,853,59,72,57,2.35,clIscA1(LB +FAC),18,189.9585326953748,185.0,190.0,192.0
