,0.96,0.23,0.7,2.35,0.58,5.27,0.12,1.56,0.68,0.39,0.18,9.07,1.9,2.51,0.32,4.11,0.42,1.06,4.28,0.19,2.1,0.35,11.25,2.36,0.0001,0.4,11.3,9.1,0.0002,1.5,5.95,10.96,10.51
108,63.15501519756839,61.269286754002906,67.44423076923076,57.302494802494806,60.75339147286823,66.82023626091421,50.891252955082706,65.37004830917871,62.738273921200715,67.78131313131311,61.9459868753155,57.32534246575344,61.215354901013995,60.462392108508,71.10673880964092,60.37654320987653,66.5702519379845,70.60755667506297,59.47652916073969,65.96971226653201,71.88425637834473,61.254636591478686,63.34168674698796,67.89604685212299,48.26207605344297,57.86608961303463,62.34965034965035,44.64790419161676,63.231155778894475,62.502450980392155,57.52914110429444,45.086119554204686,58.372549019607874
117,60.4870794734276,65.13552266419981,59.76313131313131,58.21988114532681,66.66938775510201,59.70173646578141,55.222003929273086,65.13897435897437,66.33213965980303,60.665109034267914,59.62159434914227,56.173982020095195,54.010547463586164,59.752837977296196,71.45718296677589,64.72448979591837,59.992507492507514,64.31169474727452,62.922253258845444,58.448750637429896,68.4144411473788,56.2140435835351,67.20269662921353,60.08829465186679,57.794695481335964,62.30939476061431,54.76263399693721,55.489102889001515,57.82190476190476,67.57405281285881,64.21926320461603,56.4960422163588,61.29160997732427
126,61.72402745995424,55.76081153230112,54.155255544840884,58.49328392774433,53.4160659114315,53.52483285577841,58.39148737137512,63.61608775137111,54.427035330261134,56.19210399614829,60.28710575139149,55.22772277227719,48.72553081305023,63.29030710172748,70.25453324378779,47.978341257263594,54.18195797027164,64.94784995425431,44.71677783478711,53.66057692307692,69.76530120481928,61.95123042505591,66.76125654450263,54.746219281663514,57.847736625514386,59.94333683105981,49.35161744022503,59.04665704665709,61.766758494031194,60.9271948608137,60.489262371615325,59.17626217891939,57.23391812865495
135,54.79772374547335,66.98611825192799,62.91358595194083,55.63000533902829,60.777232580961766,54.101802757158,59.19183445190157,51.91446345256611,65.80782230806375,63.787370498273305,54.5697990222705,69.80903790087464,48.58413719185424,64.57065803667749,53.20133538777603,66.60555555555555,62.378908072795156,59.031182795698925,60.13164431197217,52.1655208884188,74.11936339522549,62.13970588235293,66.00609446419503,63.862831858407134,56.95166487647691,55.016467065868284,49.69524307370625,56.2279569892473,58.255330213208566,67.00438810336425,67.68398533007337,59.97988353626255,57.8189054726368
144,61.68639053254441,61.10044313146233,63.05425935973955,65.28892072588349,63.65353583293785,56.838512480896554,58.550690147548806,65.71885284438176,61.9403905447071,64.78891257995735,68.70850963798779,65.0414673046252,62.31928406466511,64.0679857940132,70.34882558720639,61.43577981651376,63.96164235548352,72.68992606284655,61.61754887935149,68.65407262021591,71.1819970486965,60.82536677709419,60.78015267175573,63.65820105820109,64.51685912240188,57.7987012987013,57.645354645354644,59.21656686626747,61.095429432446,62.53357070193283,67.30125120307989,64.26478743068392,59.22927775084827
153,57.09815005138748,76.97873471557682,64.29382957884431,60.87619526925013,61.92082940622055,58.70568237008257,56.87974683544303,60.21471065440775,80.6522210184182,64.1603498542274,64.42457831325305,71.99672489082968,65.18424753867791,61.41761071060759,64.70837438423644,80.3440187646599,63.55066921606121,71.52160168598525,65.10308236483073,73.96979405034321,69.86566440349176,56.33149171270719,77.76254180602007,63.623320537427986,57.46942800788955,57.610471204188485,54.6554820415879,57.08849976336961,56.17217562900839,78.16594360086768,61.0962682531098,54.72365805168988,58.15013901760889
162,58.370421882243875,61.185119574845004,61.993661628473916,57.655323286339325,60.611111111111114,55.117064385411965,54.36309249884951,61.552657004830905,61.41955555555555,62.145943350936165,58.785781990521315,69.22152886115441,60.632680320569904,59.76714885674289,67.92067089755213,57.709662921348325,60.75538535184299,63.59482329517172,57.78379629629629,69.11586784550951,68.62378528459044,55.477107180020795,63.481796690307334,63.12485615650172,57.301524840137716,57.9476041200179,55.59484777517565,51.371185592796394,57.96184644371172,62.55228610230873,55.58908188585605,57.6855192588981,56.731423455684876
171,56.24964605946201,66.9620991253644,57.85922102299389,60.71472663139329,64.97639225181601,61.12977867203219,58.45206766917292,59.60979381443295,64.59444158517755,61.0515043345232,62.7811320754717,65.6776251226693,62.497484909456716,63.5250608272506,63.38118591172537,59.575025176233595,59.86905871388629,66.92483959670031,58.340840840840826,67.06534954407297,71.80851063829789,56.54755555555556,73.10942100098137,57.801184015786845,60.35091743119267,67.4365404298874,67.58252427184468,58.76514795678719,56.95558809175208,69.90587649402391,64.5767397521449,62.91772151898735,66.9920724801812
180,65.9874031007752,70.77009047365621,67.35765983112185,54.0541976620616,70.45241892610315,70.80403611258629,55.16882416396979,62.85721757322176,71.14352331606219,68.47704233750744,48.57658128593832,52.87974987974991,75.67059426229508,57.214858364510974,66.04280363830924,71.07077140835105,65.83303085299457,50.68941798941799,68.92761116856255,83.7533086289042,63.666488222698035,70.93591047812819,70.95814190913731,68.81467661691545,60.02125453602903,66.06346578366444,69.36989247311831,56.65399239543723,67.47782760338816,71.7145038167939,62.834398296059646,64.6927613941019,66.94141619969432
189,67.30080889787664,69.89493433395873,68.10240655401947,61.364871421640004,77.76402116402116,75.54984894259815,64.28044103547455,71.28822589238149,71.05134357005761,70.8135235076598,64.2985576923077,70.19430992736076,80.16034206306787,70.32428571428571,77.5448680351906,70.62940630797775,74.64989626556016,69.60077707625061,77.87253333333334,86.36936447582835,78.29615567157094,66.15280665280667,68.49688548155245,67.9100642398287,61.8101204819277,73.99769186381997,74.83352144469524,64.8366571699905,66.95692987299833,70.24157570004749,63.867768595041326,60.668472906403906,76.88070776255708
198,76.41422834193918,74.30789613142551,66.8507462686567,58.22738095238097,74.2800412583806,67.06514172053704,60.189620758483045,77.7193717277487,78.13576881134134,69.84005628517824,59.32739307535641,56.95252225519289,73.46727272727273,66.83427109974429,82.83715724678231,75.16675632060247,74.67849022282857,64.31173864894791,73.66436170212765,80.65808219178084,75.31852551984878,76.98687845303868,75.95545134818289,65.55086732301919,57.37051792828683,71.48079096045197,66.99562256809335,57.80493951612905,74.97713981924508,75.6025857223159,61.972043010752714,57.15984072810011,72.91351351351352
207,72.95517432208081,72.46321393998068,72.44017325392528,58.80394857667588,72.53873447664108,61.87387862796831,56.403882575757564,74.07041198501872,74.71153846153845,73.2284527518172,61.74826789838335,40.39369550637156,65.90400385914137,61.0645944633317,79.23200921128381,71.57117008443907,76.88045234248787,67.77579737335836,70.05000000000001,74.99782372143633,69.10929224843525,73.0422459893048,72.8721153846154,71.28747894441321,54.78005464480876,68.4088888888889,61.890995260663516,56.36054421768711,71.6114812916453,73.55011655011657,57.47717647058823,53.2729754322111,67.06179775280901
216,57.628482972136254,63.08886450905101,76.84631360332295,55.2430077945896,65.62984496124031,66.50570125427595,50.211342704798795,59.92530922930541,66.94764705882352,78.34934756820877,56.796313364055294,41.10927960927961,71.1618852459016,54.411045943304,63.63750628456512,64.84329044117644,82.15107913669064,62.462355658198646,64.62176414189841,79.8397965670693,63.89517384535549,57.40811455847256,60.73372781065089,76.30917874396135,51.9002364066194,59.25046904315201,68.29833333333335,49.30653021442495,58.1685448309652,61.82819174181304,54.58547008547009,51.22200772200773,61.09654827413709
225,63.58518049398353,59.611645299145295,66.38845401174169,66.0851788756388,62.6431718061674,52.17580032555617,64.34233705226072,65.1464004839685,59.284548422197986,61.72106824925817,72.64765300059415,45.55846325167039,51.48574390876101,72.5815028901734,71.3239700374532,55.4907459338194,64.78339882121804,78.79501698754248,62.51558372952988,54.92240041386444,83.73910374462861,61.373798076923066,64.8740987243483,68.96053305996921,59.32532875929101,58.886752136752165,57.43589743589743,57.743724460011634,64.01680672268907,61.192848769050414,55.00204290091929,57.481927710843365,59.701009028146586
