,0.96,0.23,0.7,2.35,0.58,5.27,0.12,1.56,0.68,0.39,0.18,9.07,1.9,2.51,0.32,4.11,0.42,1.06,4.28,0.19,2.1,0.35,11.25,2.36,0.0001,0.4,11.3,9.1,0.0002,1.5,5.95,10.96,10.51
9,67.44407105136821,56.46595646132471,63.39665354330711,55.523983554134304,47.486648501362396,61.94342291371996,60.29966650786088,70.69490740740741,57.40530303030303,64.76773888363292,58.79897435897436,55.899185336048845,58.259541984732806,65.78071395456652,75.48308457711445,62.3817649926865,62.68126649076521,63.46873530794548,50.54713896457764,61.32757009345795,73.46892950391643,66.33561957018753,56.644773358001885,63.454249883882966,54.641631896152035,46.30296377607024,58.91474654377879,61.25286783042395,67.60696999031947,55.30584851390219,72.24053333333333,56.52330895795248,45.64433551198255
18,56.57305812058664,49.38100621820237,69.48128654970759,50.703239289446174,41.663924050632914,71.11680572109657,37.62660668380465,60.1205866376969,52.97705943691349,71.30764599638772,52.22917744438695,56.22669491525423,55.558275058275086,43.88425047438329,64.32830568124683,56.797382198952846,72.31880597014921,57.162638469285014,45.96642246642244,72.39976553341151,54.150466045272964,55.3017507723996,49.254602840610204,64.5550972304066,50.91597510373441,41.896072507552844,60.7898763978811,35.90120967741936,55.98341708542711,48.72727272727272,76.08250825082507,49.14001048767699,41.797402597402595
27,49.81874676333507,50.6913767019667,55.36861313868613,49.27183462532301,37.92405871091256,57.448538011695916,40.87672955974841,54.37839147286823,53.50027188689509,60.48805460750853,50.89089994972349,50.650000000000006,40.91730655640873,44.583499667332006,58.99140811455848,58.112353838332496,60.328654970760226,55.85275080906149,47.60264483627205,59.85064935064935,51.5888888888889,49.943749999999994,50.5255788906839,49.916666666666686,49.71071428571429,36.139322916666686,46.753648569760685,41.12522907758097,50.09848484848479,50.22456320657761,71.60779220779224,48.05279831045408,33.490354698195404
36,59.0050320219579,55.20230607966457,41.29865125240849,56.324548560273314,50.543695014662774,42.202179176755436,45.0602605863192,60.507109004739334,61.65577119509703,44.74108818011257,55.99080882352945,57.4961464354528,39.67898089171973,48.264593562465905,65.46364883401921,69.53190376569037,43.57686882933709,60.49266727772684,64.85972850678732,41.14003819223424,55.90717754991908,60.05268065268069,47.23655378486055,39.721673003802294,54.9636533084809,43.44819277108431,39.79476248477468,45.041759465478805,59.014526710403004,52.12820512820511,68.04243668720056,55.518637827887716,41.3165083135392
45,59.017146017699105,65.81466275659824,43.2732843137255,62.615524560339594,62.463444108761365,45.740516767454636,67.60314685314685,62.72485875706215,72.11163337250295,46.516867469879514,64.98024691358029,59.01423097974825,43.5799442896936,74.37747957993,68.95619253650625,79.32093023255814,42.54741379310349,70.27985739750443,75.96845238095241,46.57613908872901,85.4859649122807,56.45824524312897,58.507666098807505,45.63047501542255,61.652683528686,56.161016949152554,44.28333333333333,61.40405797101448,59.42144772117959,64.77680652680652,67.7447823494335,61.962605548853986,54.072898295120524
54,59.35188968335035,46.695484581497794,47.04159913560241,63.46428571428572,61.33316481294236,72.14489311163896,57.07867494824015,63.08136614766448,46.9928137092316,51.262076624097716,65.19708737864079,62.991096532333586,58.9058347775852,66.00051759834369,67.1381800674049,52.36738148984199,46.98408342480789,70.60843964671244,59.90975968612068,74.25860091743121,77.67543859649123,58.52102464958921,48.05751492132393,48.501619870410366,61.89396100808369,56.67205090553111,63.38305281485785,48.83207642031172,58.34280117531833,44.67556818181819,66.46395348837208,61.747489959839356,58.20689655172413
63,57.66456616577801,41.988943488943534,71.3927738927739,55.889334001001515,57.966728280961206,61.36710130391177,49.5785498489426,61.60080442433383,43.46847414880199,74.11486880466472,57.979949874686724,53.95398481973436,44.39271457085829,53.79056505961637,65.16,48.155946601941764,73.81416957026713,63.132085020242926,59.00501824817519,65.9002016129032,62.36085626911316,57.33722109533471,42.26427196921105,67.71478260869563,55.70098522167484,52.94708994708995,50.06496881496881,49.36133603238869,57.765540871267774,40.74083129584352,53.02957151478577,54.83963691376701,54.576834333179505
72,53.78479809976244,38.490577889447195,59.92907444668009,50.92761527020323,61.82131373449701,41.54038461538465,48.962906504065074,58.11637534498621,42.27380211574359,65.27672327672329,52.97977852672119,56.834264432029755,32.67435359888191,53.771834061135365,63.14356191415885,47.77364438839848,65.94450261780108,57.83285440613031,60.5018850141376,42.76902887139107,60.45020120724348,52.42822025565391,34.48689138576779,53.63831967213116,49.30146019783325,59.170638703527146,34.17953546767109,48.94750126198889,53.62286527514232,35.49595687331535,41.50574712643677,48.533023735810104,59.341588785046724
81,59.462597521798955,49.7232558139535,53.30511910795744,59.186834462729905,58.126861226920795,52.26626016260161,55.304657794676814,60.143249427917596,56.887844979448005,53.47729852440409,59.88536238749404,60.52512449071975,48.133197763091005,59.041127541589645,65.92559241706161,62.74452554744525,53.23993963782695,64.38086476540937,53.246900269541754,52.0797843665768,66.52482269503548,59.88641741599625,43.1349765258216,53.89343434343431,58.62775433661511,58.67293233082711,48.42147516307071,54.68903285515961,58.566465956461315,47.70991432068544,45.62733720180529,59.87129186602871,58.65998917162963
90,56.558999456226246,61.9022954679223,58.1167441860465,59.66577540106951,69.14622641509433,57.151515151515156,62.719298245614,56.595263724434886,69.52644087938205,60.89881796690307,61.84841754580793,62.905756207674955,53.53470919324579,66.64886934673368,60.72676371780511,76.42152736019241,58.98764258555133,68.1384364820847,69.53356367226061,58.30580892942871,75.73754556500609,58.68684210526317,55.03108808290156,60.087350835322155,56.441127694859034,63.192840095465414,55.03624535315984,61.478696741854634,58.47290116896917,61.76756756756757,50.70437158469949,56.742948376796164,65.21242294926509
99,65.32635009310991,64.47025761124121,53.92053333333337,58.770916334661365,65.64616935483872,66.52092177077017,62.41205291523761,69.55430183356839,67.36937799043065,55.20668058455115,61.4078431372549,59.95085995085995,61.81034482758625,68.03444832750873,74.64956079519189,66.9068673565381,53.714364640884014,65.88586692569208,67.10499058380415,65.16236626809311,76.0975,63.07447329740319,61.138661531054396,55.445417095777515,58.8550799381124,55.9693308550186,63.90717821782175,61.326683291770564,64.32464454976304,63.136711281070774,68.54400908574672,57.97914691943129,59.27777777777777
