,x,y,w,h,protein,protein_type,TE,avg_gray,25_gray,50_gray,75_gray
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),207,180.61095505617976,171.0,179.0,189.0
8,917,763,51,32,0.0903,clIscA1/clCry4,207,177.54228855721394,170.0,178.0,181.0
1,390,94,64,40,0.0901,clIscA1/clCry4,216,171.26679280983916,165.0,173.0,179.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),216,176.27961165048544,170.0,178.0,180.0
1,657,87,51,35,0.1501,clIscA1/clCry4,216,156.048,150.0,156.0,160.0
1,794,85,50,36,0.1702,clIscA1/clCry4(LB +FAC),216,162.32366589327145,156.0,162.0,167.0
1,910,88,53,37,0.1502,clIscA1/clCry4,216,160.93157894736842,155.0,161.0,165.0
1,1037,85,51,34,0.0001,clIscA1,216,162.56823529411764,157.0,163.0,167.0
2,375,188,64,41,0.0701,clIscA1/clCry4,216,181.3594249201278,177.0,180.0,186.0
2,518,188,62,41,0.1501,clIscA1/clCry4(LB +FAC),216,196.9264705882353,189.0,197.0,202.0
2,640,187,59,40,0.1301,clIscA1/clCry4,216,172.11923411662315,167.0,171.0,177.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),216,192.8061023622047,188.0,193.0,197.0
2,939,177,55,36,0.1302,clIscA1/clCry4,216,173.11190965092402,166.0,173.0,179.0
2,1048,183,54,34,0.0002,clIscA1,216,162.27272727272728,155.0,163.0,168.0
3,380,289,65,42,0.0801,clIscA1/clCry4,216,183.84711388455537,176.0,184.0,190.0
3,512,287,62,42,0.1401,clIscA1/clCry4(LB +FAC),216,206.0858085808581,199.0,206.0,212.0
3,652,295,60,43,0.1303,clIscA1/clCry4,216,181.33565823888404,177.0,181.0,187.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),216,201.93767186067828,195.0,201.0,207.0
3,922,274,58,39,0.1304,clIscA1/clCry4,216,185.45355731225297,180.0,186.0,190.0
4,381,384,68,46,0.0702,clIscA1/clCry4,216,180.18399452804377,171.0,179.0,188.0
4,512,381,62,40,0.1301,clIscA1/clCry4(LB +FAC),216,175.82372322899505,168.0,176.0,181.0
4,656,381,61,40,0.1201,clIscA1/clCry4,216,199.0722891566265,191.0,200.0,206.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),216,200.68256880733944,192.0,201.0,208.0
4,932,379,60,40,0.1202,clIscA1/clCry4,216,187.46583850931677,181.0,189.0,190.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),216,184.75737940964723,174.0,185.0,192.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),216,193.6927162367223,189.0,193.0,199.0
5,656,472,63,42,0.1101,clIscA1/clCry4,216,196.9695473251029,189.0,199.0,202.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),216,190.37122557726465,184.0,190.0,195.0
5,942,473,59,38,0.1102,clIscA1/clCry4,216,178.6260543580131,172.0,179.0,183.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),216,188.08984910836762,180.0,189.0,194.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),216,193.02110022607386,185.0,191.0,201.0
6,655,572,61,39,0.1001,clIscA1/clCry4,216,183.7810902896082,178.0,183.0,190.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),216,189.31357388316152,183.0,190.0,193.0
6,939,571,59,38,0.1002,clIscA1/clCry4,216,174.3639705882353,168.0,175.0,179.0
7,394,675,67,44,0.0702,clIscA1/clCry4(LB +FAC),216,188.28871201157742,180.0,189.0,193.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),216,196.33530906011853,186.0,196.0,205.0
7,658,664,58,39,0.1003,clIscA1/clCry4,216,206.27623762376237,200.0,205.0,212.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),216,197.7808988764045,191.0,198.0,203.0
7,940,670,56,38,0.1004,clIscA1/clCry4,216,196.19148936170214,190.0,196.0,201.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),216,184.1071692535107,176.0,183.0,191.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),216,185.92008639308855,178.0,185.0,193.0
8,690,758,48,33,0.0902,clIscA1/clCry4,216,172.94655414908578,166.0,174.0,179.0
8,793,757,48,32,0.0902,clIscA1/clCry4(LB +FAC),216,182.13736263736263,172.0,182.0,189.0
8,918,763,51,32,0.0903,clIscA1/clCry4,216,177.44931163954945,169.0,178.0,183.0
1,390,94,64,41,0.0901,clIscA1/clCry4,225,180.17443729903536,172.0,179.0,187.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),225,180.97408829174665,175.0,181.0,187.0
1,657,87,51,35,0.1501,clIscA1/clCry4,225,160.9646017699115,154.0,162.0,164.0
1,794,85,50,36,0.1702,clIscA1/clCry4(LB +FAC),225,162.8345238095238,156.0,163.0,168.0
1,909,88,54,37,0.1502,clIscA1/clCry4,225,166.93473451327435,163.0,167.0,172.0
1,1037,85,51,34,0.0001,clIscA1,225,167.4320843091335,163.0,167.0,172.0
2,376,188,64,41,0.0701,clIscA1/clCry4,225,188.85803921568626,185.0,188.0,193.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),225,202.2888146911519,194.0,201.0,210.0
2,640,187,59,40,0.1301,clIscA1/clCry4,225,178.91468777484607,174.0,178.0,183.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),225,196.05096153846154,189.0,197.0,199.0
2,939,177,55,35,0.1302,clIscA1/clCry4,225,175.20490928495198,168.0,175.0,180.0
2,1048,183,54,34,0.0002,clIscA1,225,171.4737417943107,165.0,171.0,177.0
3,380,289,65,42,0.0801,clIscA1/clCry4,225,191.69463869463868,184.0,191.0,198.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),225,211.85207100591717,204.0,212.0,218.0
3,652,295,60,43,0.1303,clIscA1/clCry4,225,187.07113654946852,181.0,187.0,191.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),225,206.5887323943662,198.0,208.0,212.0
3,922,274,58,39,0.1304,clIscA1/clCry4,225,189.0306691449814,185.0,189.0,193.0
4,381,384,68,46,0.0702,clIscA1/clCry4,225,186.54979811574697,178.0,187.0,192.0
4,512,381,62,40,0.1301,clIscA1/clCry4(LB +FAC),225,179.6730449251248,174.0,179.0,187.0
4,656,381,61,40,0.1201,clIscA1/clCry4,225,204.47314578005114,197.0,203.0,211.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),225,205.61614349775786,197.0,206.0,212.0
4,932,379,60,40,0.1202,clIscA1/clCry4,225,190.66287215411558,186.0,190.0,195.0
5,386,487,67,44,0.0701,clIscA1/clCry4(LB +FAC),225,191.96832253419726,181.0,192.0,199.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),225,198.28125,191.0,198.0,205.0
5,656,473,63,41,0.1101,clIscA1/clCry4,225,201.35637860082304,195.0,200.0,208.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),225,194.11852502194907,187.0,194.0,199.0
5,942,473,59,38,0.1102,clIscA1/clCry4,225,183.3935185185185,176.0,184.0,188.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),225,196.4910778015703,188.0,197.0,201.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),225,198.65801526717559,190.0,198.0,206.0
6,655,572,61,39,0.1001,clIscA1/clCry4,225,187.44368013757523,179.0,188.0,193.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),225,191.77777777777777,186.0,191.0,197.0
6,939,571,59,38,0.1002,clIscA1/clCry4,225,178.8731848983543,174.0,178.0,184.0
7,394,675,67,44,0.0702,clIscA1/clCry4(LB +FAC),225,196.2941176470588,188.0,197.0,202.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),225,204.30795847750866,193.0,205.0,213.0
7,658,664,58,38,0.1003,clIscA1/clCry4,225,209.16156787762907,200.0,210.0,216.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),225,198.52720450281427,192.0,198.0,204.0
7,940,670,55,38,0.1004,clIscA1/clCry4,225,201.18711656441718,194.0,201.0,207.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),225,191.20777279521675,182.0,190.0,198.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),225,194.0483351235231,186.0,194.0,200.0
8,690,757,48,34,0.0902,clIscA1/clCry4,225,177.51246537396122,169.0,177.0,185.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),225,183.92083333333332,175.0,185.0,191.0
8,917,763,51,32,0.0903,clIscA1/clCry4,225,180.48374512353706,174.0,181.0,187.0
1,390,93,64,42,0.0901,clIscA1/clCry4,27,190.44651539708266,183.0,191.0,195.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),27,176.57435897435897,172.0,176.0,182.0
1,657,87,51,35,0.1501,clIscA1/clCry4,27,159.41163556531285,153.0,159.0,165.0
1,795,85,49,36,0.1702,clIscA1/clCry4(LB +FAC),27,161.17279411764707,153.0,162.0,166.0
1,910,88,53,37,0.1502,clIscA1/clCry4,27,166.88638799571277,163.0,167.0,171.0
1,1037,85,51,34,0.0001,clIscA1,27,180.70437956204378,174.0,181.0,186.0
2,375,188,65,41,0.0701,clIscA1/clCry4,27,201.75652173913045,197.0,202.0,206.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),27,199.33697478991596,192.0,200.0,204.0
2,640,187,60,40,0.1301,clIscA1/clCry4,27,191.24098504837292,186.0,191.0,194.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),27,193.7967086156825,190.0,193.0,198.0
2,939,176,55,37,0.1302,clIscA1/clCry4,27,188.56952965235175,182.0,190.0,193.0
2,1047,182,55,36,0.0002,clIscA1,27,182.808,175.0,183.0,190.0
3,380,289,66,42,0.0801,clIscA1/clCry4,27,201.2354763749032,194.0,202.0,207.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),27,206.54769736842104,199.0,207.0,212.0
3,652,295,60,43,0.1303,clIscA1/clCry4,27,192.7847389558233,187.0,192.0,197.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),27,204.6442762535478,199.0,204.0,209.0
3,922,274,58,39,0.1304,clIscA1/clCry4,27,195.31506849315068,191.0,195.0,200.0
4,380,384,69,46,0.0702,clIscA1/clCry4,27,199.48545706371192,192.0,200.0,204.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),27,203.1570850202429,196.0,202.0,209.0
4,656,381,61,40,0.1201,clIscA1/clCry4,27,206.22126188418324,200.0,206.0,213.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),27,204.12254025044723,197.0,204.0,209.0
4,932,379,60,40,0.1202,clIscA1/clCry4,27,195.25317604355718,191.0,195.0,199.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),27,197.2414814814815,188.0,198.0,204.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),27,203.47580044676099,197.0,202.0,209.0
5,656,472,63,42,0.1101,clIscA1/clCry4,27,209.30519480519482,201.0,210.0,215.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),27,201.7368881118881,195.0,201.0,206.0
5,942,472,59,39,0.1102,clIscA1/clCry4,27,192.80675422138836,187.0,193.0,197.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),27,202.13111413043478,194.0,201.0,208.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),27,201.9205882352941,194.0,201.0,209.0
6,655,572,61,40,0.1001,clIscA1/clCry4,27,202.43092962641182,195.0,202.0,208.0
6,788,574,60,41,0.1102,clIscA1/clCry4(LB +FAC),27,199.290756302521,193.0,200.0,203.0
6,939,571,59,38,0.1002,clIscA1/clCry4,27,193.97754911131898,190.0,194.0,198.0
7,394,675,68,44,0.0702,clIscA1/clCry4(LB +FAC),27,200.90459363957598,193.0,201.0,207.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),27,201.3165407220823,191.0,201.0,210.0
7,659,664,57,38,0.1003,clIscA1/clCry4,27,202.68756027000964,195.0,202.0,209.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),27,201.71159283694627,194.0,201.0,207.0
7,940,670,55,38,0.1004,clIscA1/clCry4,27,197.59185700099306,190.0,198.0,202.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),27,197.587842846553,188.0,198.0,204.0
8,552,761,53,34,0.0901,clIscA1/clCry4(LB +FAC),27,188.6942889137738,181.0,188.0,198.0
8,690,758,48,33,0.0902,clIscA1/clCry4,27,180.25461741424803,173.0,182.0,185.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),27,183.18776077885954,175.0,183.0,190.0
8,917,763,52,32,0.0903,clIscA1/clCry4,27,188.59186189889027,182.0,189.0,194.0
1,390,93,64,42,0.0901,clIscA1/clCry4,36,189.12035541195476,182.0,190.0,195.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),36,178.72823984526113,174.0,179.0,183.0
1,657,87,51,35,0.1501,clIscA1/clCry4,36,162.79821627647715,157.0,163.0,166.0
1,795,85,49,36,0.1702,clIscA1/clCry4(LB +FAC),36,165.18450184501845,159.0,166.0,170.0
1,910,88,53,37,0.1502,clIscA1/clCry4,36,167.19384615384615,163.0,167.0,171.0
1,1037,85,51,34,0.0001,clIscA1,36,182.23508771929824,176.0,183.0,186.0
2,375,188,64,41,0.0701,clIscA1/clCry4,36,201.52123230641132,197.0,202.0,205.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),36,200.2917685411573,192.0,201.0,205.0
2,640,187,60,40,0.1301,clIscA1/clCry4,36,189.96548748921484,185.0,190.0,193.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),36,197.45520082389288,192.0,198.0,201.0
2,939,176,55,37,0.1302,clIscA1/clCry4,36,186.9336787564767,180.0,187.0,192.0
2,1047,183,55,35,0.0002,clIscA1,36,183.39444444444445,176.0,184.0,189.0
3,380,289,66,42,0.0801,clIscA1/clCry4,36,201.33671083398286,193.0,202.0,207.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),36,207.85585585585585,201.0,208.0,213.0
3,652,295,60,43,0.1303,clIscA1/clCry4,36,192.74424342105263,187.0,192.0,198.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),36,203.7744292237443,198.0,203.0,209.0
3,922,274,58,39,0.1304,clIscA1/clCry4,36,195.45142857142858,191.0,195.0,200.0
4,380,384,69,46,0.0702,clIscA1/clCry4,36,199.44238410596026,191.0,200.0,206.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),36,202.56923076923076,195.0,202.0,209.0
4,656,381,61,40,0.1201,clIscA1/clCry4,36,207.5752733389403,201.0,208.0,213.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),36,203.60892857142858,195.0,203.0,209.0
4,932,379,60,40,0.1202,clIscA1/clCry4,36,193.8047703180212,190.0,193.0,198.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),36,198.30497476568132,189.0,199.0,205.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),36,204.12250922509224,198.0,203.0,209.0
5,656,472,63,42,0.1101,clIscA1/clCry4,36,210.36460905349793,204.0,210.0,215.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),36,201.10972346119536,195.0,201.0,207.0
5,942,472,59,39,0.1102,clIscA1/clCry4,36,191.9288969917958,186.0,192.0,196.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),36,202.9051300070274,195.0,202.0,209.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),36,203.09837335398916,195.0,202.0,209.0
6,655,572,61,40,0.1001,clIscA1/clCry4,36,202.24659863945578,195.0,201.0,207.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),36,197.4174508126604,191.0,198.0,201.0
6,939,571,59,38,0.1002,clIscA1/clCry4,36,192.9096657633243,188.0,193.0,197.0
7,394,675,68,44,0.0702,clIscA1/clCry4(LB +FAC),36,201.168,193.0,201.0,207.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),36,204.14518900343643,194.0,203.0,212.0
7,659,664,57,38,0.1003,clIscA1/clCry4,36,203.13035204567078,195.0,202.0,210.0
7,794,667,58,38,0.1002,clIscA1/clCry4(LB +FAC),36,200.32988721804512,194.0,200.0,206.0
7,940,670,55,38,0.1004,clIscA1/clCry4,36,196.26192893401014,190.0,196.0,202.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),36,197.70731707317074,188.0,198.0,204.0
8,552,761,54,34,0.0901,clIscA1/clCry4(LB +FAC),36,192.32456140350877,185.0,192.0,199.0
8,690,757,48,34,0.0902,clIscA1/clCry4,36,186.03790849673203,176.0,186.0,192.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),36,183.59533607681755,175.0,183.0,190.0
8,917,763,51,32,0.0903,clIscA1/clCry4,36,189.93781725888326,184.0,190.0,195.0
1,390,93,64,42,0.0901,clIscA1/clCry4,45,191.61668003207697,184.0,192.0,197.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),45,179.5531914893617,174.0,180.0,183.0
1,657,87,51,35,0.1501,clIscA1/clCry4,45,162.66206896551725,157.0,162.0,167.0
1,795,85,49,35,0.1702,clIscA1/clCry4(LB +FAC),45,164.07733333333334,158.0,165.0,170.0
1,910,88,53,37,0.1502,clIscA1/clCry4,45,169.58031088082902,164.0,170.0,172.0
1,1037,85,51,34,0.0001,clIscA1,45,182.07314148681056,176.0,182.0,187.0
2,375,188,65,41,0.0701,clIscA1/clCry4,45,204.27147487844408,199.0,205.0,209.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),45,202.36385936222405,196.0,201.0,208.0
2,640,187,59,40,0.1301,clIscA1/clCry4,45,192.50273224043715,189.0,193.0,197.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),45,197.43037974683546,192.0,199.0,200.0
2,939,176,55,37,0.1302,clIscA1/clCry4,45,190.48024948024948,184.0,190.0,196.0
2,1048,183,54,35,0.0002,clIscA1,45,184.01847826086956,176.0,183.0,190.0
3,380,289,66,42,0.0801,clIscA1/clCry4,45,203.13989239046887,196.0,203.0,209.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),45,210.76054097056485,204.0,211.0,216.0
3,652,295,60,43,0.1303,clIscA1/clCry4,45,195.73626373626374,190.0,196.0,200.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),45,207.3857008466604,201.0,208.0,212.0
3,922,274,58,39,0.1304,clIscA1/clCry4,45,197.46634615384616,191.0,198.0,202.0
4,380,384,69,46,0.0702,clIscA1/clCry4,45,200.3320581484315,193.0,200.0,208.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),45,205.05322580645162,198.0,205.0,211.0
4,656,381,61,40,0.1201,clIscA1/clCry4,45,210.6944680851064,202.0,210.0,218.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),45,207.47475642161206,199.0,207.0,214.0
4,932,379,60,40,0.1202,clIscA1/clCry4,45,198.3589527027027,193.0,199.0,201.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),45,199.81227173119066,190.0,200.0,207.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),45,207.23867069486406,201.0,207.0,213.0
5,656,472,63,42,0.1101,clIscA1/clCry4,45,212.72116182572614,206.0,213.0,218.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),45,203.54170324846356,198.0,203.0,209.0
5,942,472,59,39,0.1102,clIscA1/clCry4,45,193.72144846796658,189.0,193.0,199.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),45,204.99182561307902,197.0,205.0,211.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),45,205.89379207180255,198.0,205.0,213.0
6,655,572,61,40,0.1001,clIscA1/clCry4,45,203.7991489361702,197.0,203.0,210.0
6,788,574,60,41,0.1102,clIscA1/clCry4(LB +FAC),45,201.567519858782,198.0,201.0,207.0
6,939,571,59,38,0.1002,clIscA1/clCry4,45,194.80633484162897,190.0,195.0,199.0
7,394,675,67,44,0.0702,clIscA1/clCry4(LB +FAC),45,204.09169054441261,197.0,204.0,210.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),45,204.4269366197183,194.0,205.0,214.0
7,659,664,57,38,0.1003,clIscA1/clCry4,45,206.69864341085272,199.0,206.0,213.0
7,794,667,58,38,0.1002,clIscA1/clCry4(LB +FAC),45,205.5027881040892,198.0,206.0,211.0
7,940,670,56,38,0.1004,clIscA1/clCry4,45,199.5297131147541,192.0,199.0,205.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),45,200.32674772036475,190.0,200.0,209.0
8,552,761,54,34,0.0901,clIscA1/clCry4(LB +FAC),45,192.74837310195227,183.0,192.0,200.0
8,690,758,48,33,0.0902,clIscA1/clCry4,45,183.09986684420772,175.0,183.0,189.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),45,186.03734439834025,177.0,187.0,192.0
8,918,763,50,32,0.0903,clIscA1/clCry4,45,189.48346055979644,181.0,189.0,195.0
1,390,93,64,42,0.0901,clIscA1/clCry4,54,191.13846153846154,183.0,192.0,198.0
1,512,90,56,39,0.1701,clIscA1/clCry4(LB +FAC),54,180.28026070763502,176.0,180.0,183.0
1,657,86,51,36,0.1501,clIscA1/clCry4,54,163.66026410564226,157.0,164.0,170.0
1,795,85,50,35,0.1702,clIscA1/clCry4(LB +FAC),54,163.4453488372093,158.0,163.0,168.0
1,909,88,54,37,0.1502,clIscA1/clCry4,54,169.98090452261306,165.0,171.0,173.0
1,1037,85,51,34,0.0001,clIscA1,54,182.9483793517407,177.0,183.0,188.0
2,375,188,65,41,0.0701,clIscA1/clCry4,54,204.86303501945525,198.0,205.0,209.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),54,201.81952420016407,195.0,201.0,209.0
2,640,187,60,40,0.1301,clIscA1/clCry4,54,191.10670194003526,186.0,191.0,195.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),54,198.82005899705015,194.0,199.0,202.0
2,939,176,55,37,0.1302,clIscA1/clCry4,54,187.89016736401675,180.0,189.0,193.0
2,1048,183,54,35,0.0002,clIscA1,54,184.6442731277533,178.0,184.0,190.0
3,380,289,66,42,0.0801,clIscA1/clCry4,54,203.55478927203066,196.0,203.0,209.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),54,210.95214521452147,204.0,211.0,216.0
3,652,295,60,43,0.1303,clIscA1/clCry4,54,195.10569105691056,189.0,195.0,199.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),54,206.89753320683113,199.0,207.0,212.0
3,922,274,58,39,0.1304,clIscA1/clCry4,54,197.4214559386973,192.0,198.0,201.0
4,380,384,69,46,0.0702,clIscA1/clCry4,54,201.27968851395198,193.0,200.0,209.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),54,202.76642335766422,197.0,202.0,209.0
4,656,381,61,40,0.1201,clIscA1/clCry4,54,210.42167654530058,203.0,209.0,217.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),54,206.91517857142858,200.0,207.0,212.0
4,932,379,60,40,0.1202,clIscA1/clCry4,54,197.00995475113123,192.0,198.0,200.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),54,199.90784737221023,190.0,199.0,207.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),54,205.24963396778915,199.0,205.0,210.0
5,656,472,63,42,0.1101,clIscA1/clCry4,54,212.03888419273034,206.0,212.0,217.0
5,802,470,60,39,0.1202,clIscA1/clCry4(LB +FAC),54,202.98499558693734,198.0,202.0,209.0
5,942,472,59,39,0.1102,clIscA1/clCry4,54,193.0057636887608,188.0,193.0,199.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),54,205.41598360655738,197.0,206.0,211.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),54,204.58964741185295,197.0,204.0,211.0
6,655,572,61,40,0.1001,clIscA1/clCry4,54,203.64957264957266,198.0,202.0,210.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),54,199.51828724353257,194.0,199.0,205.0
6,939,571,59,38,0.1002,clIscA1/clCry4,54,193.7613320999075,189.0,193.0,198.0
7,394,675,68,44,0.0702,clIscA1/clCry4(LB +FAC),54,202.78453829634933,195.0,202.0,209.0
7,538,669,61,40,0.1001,clIscA1/clCry4(LB +FAC),54,206.82110469909315,197.0,207.0,215.0
7,658,664,58,38,0.1003,clIscA1/clCry4,54,206.17833173537872,199.0,206.0,212.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),54,203.00454959053684,196.0,202.0,208.0
7,940,670,56,38,0.1004,clIscA1/clCry4,54,199.40161453077698,192.0,200.0,205.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),54,198.59295352323838,189.0,199.0,207.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),54,193.472807991121,185.0,193.0,201.0
8,690,757,48,34,0.0902,clIscA1/clCry4,54,186.5098814229249,179.0,187.0,192.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),54,185.6530612244898,176.0,186.0,193.0
8,917,763,51,32,0.0903,clIscA1/clCry4,54,190.5289052890529,183.0,190.0,196.0
1,390,93,64,42,0.0901,clIscA1/clCry4,63,187.6003098373354,181.0,189.0,191.0
1,512,90,56,39,0.1701,clIscA1/clCry4(LB +FAC),63,175.74391431353456,171.0,176.0,180.0
1,657,86,51,36,0.1501,clIscA1/clCry4,63,159.94316939890712,155.0,161.0,162.0
1,794,85,51,36,0.1702,clIscA1/clCry4(LB +FAC),63,163.05827505827506,156.0,164.0,167.0
1,910,88,53,37,0.1502,clIscA1/clCry4,63,166.33024691358025,160.0,167.0,170.0
1,1037,85,51,34,0.0001,clIscA1,63,177.0643623361144,171.0,177.0,182.0
2,375,188,65,41,0.0701,clIscA1/clCry4,63,198.46989835809225,193.0,199.0,201.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),63,198.90542763157896,192.0,199.0,203.0
2,640,187,60,40,0.1301,clIscA1/clCry4,63,187.42686056458513,182.0,188.0,190.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),63,195.19668737060042,190.0,196.0,199.0
2,939,176,55,37,0.1302,clIscA1/clCry4,63,185.5678137651822,179.0,186.0,191.0
2,1047,183,55,35,0.0002,clIscA1,63,178.49664429530202,171.0,179.0,184.0
3,380,289,66,42,0.0801,clIscA1/clCry4,63,198.72184429327285,192.0,199.0,204.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),63,207.13689482470784,201.0,207.0,212.0
3,652,295,60,43,0.1303,clIscA1/clCry4,63,190.2494004796163,184.0,190.0,194.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),63,204.15712988192553,198.0,204.0,210.0
3,922,274,58,39,0.1304,clIscA1/clCry4,63,194.05253283302065,189.0,194.0,199.0
4,381,384,68,46,0.0702,clIscA1/clCry4,63,195.77155727155727,189.0,197.0,200.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),63,198.0978689818469,192.0,198.0,203.0
