,x,y,w,h,protein,protein_type,TE,avg_gray,25_gray,50_gray,75_gray
7,905,682,65,47,0.26,clIscA1,108,198.16155988857938,191.0,196.0,204.0
7,1019,692,67,48,1.13,clIscA1,108,175.6409591704472,169.0,177.0,179.0
8,418,802,59,42,0.0002,clIscA1,108,186.30161750713606,178.0,187.0,194.0
8,533,787,52,38,1.92,clIscA1,108,196.81069518716578,188.0,196.0,204.0
8,652,778,48,37,1.12,clIscA1,108,200.80434782608697,193.0,202.0,206.0
8,764,782,47,38,3.19,clIscA1,108,201.02348578491964,195.0,201.0,206.0
8,880,784,54,39,1.74,clIscA1,108,207.8495145631068,200.0,208.0,213.0
8,989,802,63,43,0.9,clIscA1,108,181.69278996865205,173.0,183.0,187.0
1,369,46,67,49,1.74,clIscA1,117,182.47011207970112,177.0,184.0,184.0
1,504,48,66,50,0.53,clIscA1,117,191.00199733688416,186.0,192.0,193.0
1,636,56,64,50,1.24,clIscA1,117,188.1903743315508,184.0,190.0,193.0
1,762,57,66,51,3.48,clIscA1,117,194.9803664921466,191.0,195.0,199.0
1,896,52,69,54,0.75,clIscA1,117,180.96334478808706,173.0,181.0,188.0
1,1026,44,74,54,1.1,clIscA1,117,187.77662037037038,183.0,188.0,192.0
2,364,153,65,47,1.45,clIscA1,117,190.6748423265592,185.0,192.0,194.0
2,492,158,67,50,7.0,clIscA1,117,198.26595072646873,192.0,199.0,203.0
2,631,161,70,51,3.05,clIscA1,117,202.38036809815952,194.0,203.0,208.0
2,761,162,69,52,3.29,clIscA1,117,203.43880786303106,197.0,203.0,210.0
2,902,157,71,54,0.9,clIscA1,117,193.35509285312324,185.0,194.0,199.0
2,1032,155,73,53,2.1,clIscA1,117,201.8361111111111,195.0,202.0,207.0
3,360,266,64,47,0.62,clIscA1,117,195.1849668386146,192.0,195.0,199.0
3,491,267,67,51,3.14,clIscA1,117,196.20148331273177,192.0,195.0,202.0
3,631,263,68,51,2.68,clIscA1,117,200.30214067278288,195.0,201.0,203.0
3,773,261,71,52,0.2,clIscA1,117,199.1612162937464,193.0,199.0,203.0
3,901,257,71,52,0.71,clIscA1,117,194.62479338842977,187.0,193.0,201.0
3,1037,263,72,52,4.0,clIscA1,117,194.42241379310346,186.0,194.0,201.0
4,361,372,64,46,0.57,clIscA1,117,192.28363636363636,186.0,193.0,195.0
4,495,371,68,49,1.78,clIscA1,117,196.4068535825545,191.0,195.0,202.0
4,619,369,69,50,1.74,clIscA1,117,196.0416164053076,191.0,195.0,201.0
4,771,372,72,51,4.46,clIscA1,117,204.63313953488372,196.0,204.0,211.0
4,904,366,72,52,0.66,clIscA1,117,200.83650615901456,194.0,202.0,205.0
4,1036,371,70,50,3.48,clIscA1,117,192.94420334779915,187.0,193.0,197.0
5,361,476,65,46,0.44,clIscA1,117,195.4373642288197,190.0,195.0,201.0
5,495,478,66,48,2.87,clIscA1,117,198.9527202072539,193.0,199.0,204.0
5,629,478,67,49,0.89,clIscA1,117,196.00442477876106,190.0,195.0,202.0
5,770,476,68,50,3.25,clIscA1,117,200.23192960402264,194.0,201.0,204.0
5,915,472,71,51,0.4,clIscA1,117,194.1626112759644,186.0,193.0,201.0
5,1036,477,70,51,2.0,clIscA1,117,188.5523290986086,182.0,189.0,193.0
6,361,583,65,47,0.33,clIscA1,117,189.813134732566,183.0,190.0,194.0
6,487,579,66,48,1.62,clIscA1,117,202.3623693379791,196.0,202.0,209.0
6,634,577,66,48,7.18,clIscA1,117,214.48944860449285,210.0,213.0,220.0
6,767,580,65,48,5.43,clIscA1,117,216.78464673913044,211.0,217.0,221.0
6,904,582,70,50,0.2,clIscA1,117,194.96023738872404,188.0,194.0,200.0
6,1036,581,70,49,1.43,clIscA1,117,192.8957528957529,188.0,193.0,197.0
7,381,690,64,45,0.0001,clIscA1,117,186.71715610510046,183.0,186.0,192.0
7,508,687,62,45,3.55,clIscA1,117,202.0520231213873,195.0,202.0,210.0
7,632,684,59,45,8.27,clIscA1,117,212.85306828003456,207.0,213.0,218.0
7,764,681,60,45,4.46,clIscA1,117,209.76862123613313,203.0,210.0,214.0
7,905,682,65,47,0.26,clIscA1,117,202.11834319526628,193.0,202.0,208.0
7,1018,692,68,48,1.13,clIscA1,117,180.07939508506615,173.0,181.0,185.0
8,418,802,59,42,0.0002,clIscA1,117,189.81071737251511,182.0,191.0,194.0
8,533,787,52,38,1.92,clIscA1,117,200.58676789587852,192.0,201.0,207.0
8,652,778,48,37,1.12,clIscA1,117,202.8028846153846,195.0,203.0,209.0
8,764,782,47,38,3.19,clIscA1,117,204.66981132075472,198.0,204.0,210.0
8,880,784,54,39,1.74,clIscA1,117,213.11056268509378,203.0,212.0,221.0
8,988,802,64,43,0.9,clIscA1,117,186.7808326787117,178.0,187.0,193.0
1,369,46,66,49,1.74,clIscA1,126,177.05825242718447,173.0,177.0,181.0
1,504,48,66,50,0.53,clIscA1,126,185.8286826735886,182.0,185.0,190.0
1,636,56,63,50,1.24,clIscA1,126,185.02680412371134,182.0,185.0,189.0
1,762,57,65,51,3.48,clIscA1,126,188.2561894510226,185.0,191.0,193.0
1,895,52,70,54,0.75,clIscA1,126,179.14612868047982,172.0,178.0,186.0
1,1026,44,74,54,1.1,clIscA1,126,189.70111880660627,183.0,191.0,193.0
2,364,153,64,47,1.45,clIscA1,126,187.0793423874196,183.0,187.0,191.0
2,491,158,68,50,7.0,clIscA1,126,194.68364779874213,190.0,194.0,199.0
2,631,161,70,51,3.05,clIscA1,126,198.21130952380952,192.0,198.0,202.0
2,760,162,69,52,3.29,clIscA1,126,196.94220349187236,192.0,197.0,202.0
2,902,157,71,54,0.9,clIscA1,126,189.50572831423895,183.0,190.0,194.0
2,1032,155,73,52,2.1,clIscA1,126,201.30853994490357,194.0,202.0,206.0
3,360,266,64,47,0.62,clIscA1,126,194.00072886297377,189.0,193.0,198.0
3,491,267,67,51,3.14,clIscA1,126,192.67796610169492,185.0,193.0,197.0
3,631,264,68,50,2.68,clIscA1,126,194.33273381294964,192.0,193.0,198.0
3,774,261,70,52,0.2,clIscA1,126,191.58333333333334,185.0,192.0,196.0
3,901,257,71,52,0.71,clIscA1,126,190.26994535519125,183.0,191.0,197.0
3,1037,263,73,52,4.0,clIscA1,126,193.8630849220104,184.0,193.0,200.0
4,361,372,64,46,0.57,clIscA1,126,190.66223776223777,184.0,192.0,194.0
4,495,371,68,49,1.78,clIscA1,126,192.53040103492884,186.0,193.0,198.0
4,619,369,69,50,1.74,clIscA1,126,190.58301404853128,184.0,191.0,195.0
4,772,372,71,51,4.46,clIscA1,126,198.56894553881807,192.0,199.0,204.0
4,904,366,72,52,0.66,clIscA1,126,197.4289693593315,192.0,197.0,202.0
4,1036,371,70,50,3.48,clIscA1,126,191.7521917007598,185.0,192.0,195.0
5,361,476,65,46,0.44,clIscA1,126,193.63692098092642,188.0,193.0,198.0
5,495,478,66,48,2.87,clIscA1,126,194.66552433173408,189.0,194.0,201.0
5,630,478,65,49,0.89,clIscA1,126,189.45772409408772,183.0,189.0,194.0
5,770,476,68,50,3.25,clIscA1,126,194.68838352796558,192.0,194.0,199.0
5,915,472,71,51,0.4,clIscA1,126,192.35355892648775,184.0,193.0,198.0
5,1036,477,70,50,2.0,clIscA1,126,187.31009615384616,179.0,187.0,193.0
6,361,583,65,47,0.33,clIscA1,126,188.7750525578136,183.0,190.0,193.0
6,487,579,66,48,1.62,clIscA1,126,198.37300531914894,192.0,198.0,203.0
6,634,577,66,48,7.18,clIscA1,126,206.87745429925525,202.0,206.0,212.0
6,767,580,65,48,5.43,clIscA1,126,211.43561103810777,205.0,211.0,217.0
6,904,582,70,50,0.2,clIscA1,126,193.36783625730993,187.0,193.0,198.0
6,1036,581,70,49,1.43,clIscA1,126,191.266027561414,185.0,192.0,195.0
7,381,690,64,45,0.0001,clIscA1,126,188.4934017595308,183.0,189.0,193.0
7,508,687,62,45,3.55,clIscA1,126,201.06645569620252,193.0,201.0,207.0
7,632,684,59,45,8.27,clIscA1,126,205.05241605241605,198.0,205.0,211.0
7,764,681,60,45,4.46,clIscA1,126,204.3709677419355,199.0,204.0,209.0
7,905,682,65,47,0.26,clIscA1,126,199.2467173462336,193.0,199.0,206.0
7,1019,692,67,48,1.13,clIscA1,126,175.91143911439116,170.0,175.0,184.0
8,418,802,59,41,0.0002,clIscA1,126,187.2843779232928,179.0,188.0,193.0
8,533,787,52,38,1.92,clIscA1,126,199.05585980284775,191.0,200.0,205.0
8,652,778,48,37,1.12,clIscA1,126,202.11848341232226,194.0,202.0,208.0
8,764,782,47,38,3.19,clIscA1,126,202.24970828471413,195.0,202.0,208.0
8,880,784,54,39,1.74,clIscA1,126,211.78606476938174,202.0,211.0,219.0
8,989,802,63,43,0.9,clIscA1,126,184.5912408759124,176.0,185.0,191.0
1,369,46,67,49,1.74,clIscA1,135,180.7866082603254,176.0,181.0,183.0
1,504,48,66,50,0.53,clIscA1,135,190.47874427730542,186.0,190.0,194.0
1,636,56,64,50,1.24,clIscA1,135,190.51673101673103,186.0,190.0,193.0
1,763,57,65,51,3.48,clIscA1,135,197.17581653926337,192.0,199.0,200.0
1,896,52,69,54,0.75,clIscA1,135,182.25458588104502,174.0,181.0,189.0
1,1026,44,74,54,1.1,clIscA1,135,190.48920086393088,186.0,190.0,194.0
2,364,154,65,46,1.45,clIscA1,135,189.71646977067408,185.0,190.0,192.0
2,492,158,67,50,7.0,clIscA1,135,197.43928128872366,190.0,198.0,202.0
2,631,161,70,51,3.05,clIscA1,135,204.4364406779661,198.0,205.0,210.0
2,761,162,69,52,3.29,clIscA1,135,205.3827160493827,199.0,206.0,210.0
2,902,157,71,54,0.9,clIscA1,135,194.54440789473685,188.0,194.0,200.0
2,1032,155,73,53,2.1,clIscA1,135,204.92091295116774,198.0,206.0,209.0
3,360,266,64,46,0.62,clIscA1,135,197.08561151079138,191.0,197.0,200.0
3,491,267,68,51,3.14,clIscA1,135,196.1690414507772,190.0,196.0,200.0
3,631,263,68,51,2.68,clIscA1,135,201.3123844731978,198.0,201.0,206.0
3,773,261,71,52,0.2,clIscA1,135,200.56188262638,193.0,200.0,205.0
3,901,257,71,52,0.71,clIscA1,135,194.6208609271523,187.0,194.0,201.0
3,1037,263,73,52,4.0,clIscA1,135,195.11337868480726,189.0,196.0,200.0
4,361,372,64,46,0.57,clIscA1,135,191.96340552651233,188.0,191.0,197.0
4,495,371,68,49,1.78,clIscA1,135,196.66962025316457,189.0,197.0,202.0
4,619,369,69,50,1.74,clIscA1,135,196.8974205158968,190.0,197.0,202.0
4,772,372,71,51,4.46,clIscA1,135,206.6614853195164,199.0,207.0,213.0
4,904,366,72,52,0.66,clIscA1,135,201.7135593220339,194.0,201.0,206.0
4,1036,371,70,50,3.48,clIscA1,135,193.37524557956777,188.0,193.0,199.0
5,361,476,65,46,0.44,clIscA1,135,196.5681179775281,190.0,196.0,201.0
5,495,478,66,48,2.87,clIscA1,135,200.27242524916943,193.0,200.0,206.0
5,630,478,66,49,0.89,clIscA1,135,196.76578282828282,190.0,197.0,202.0
5,770,476,68,50,3.25,clIscA1,135,201.58380771663505,198.0,201.0,206.0
5,915,472,71,51,0.4,clIscA1,135,194.6086956521739,188.0,194.0,201.0
5,1036,477,70,51,2.0,clIscA1,135,188.22003474232773,181.0,189.0,193.0
6,361,583,65,47,0.33,clIscA1,135,191.15885947046843,184.0,190.0,196.0
6,487,579,66,48,1.62,clIscA1,135,203.64435695538057,199.0,202.0,209.0
6,634,577,66,48,7.18,clIscA1,135,215.53712699514227,209.0,216.0,220.0
6,767,580,65,48,5.43,clIscA1,135,218.72714962762356,211.0,219.0,224.0
6,904,582,70,50,0.2,clIscA1,135,195.16599423631123,188.0,195.0,201.0
6,1036,581,70,49,1.43,clIscA1,135,192.2031152647975,188.0,192.0,198.0
7,381,690,64,45,0.0001,clIscA1,135,189.05657604702424,183.0,190.0,192.0
7,508,687,62,44,3.55,clIscA1,135,203.09175738724727,196.0,202.0,209.0
7,632,684,59,45,8.27,clIscA1,135,214.2550443906376,207.0,214.0,219.0
7,764,681,60,45,4.46,clIscA1,135,211.4298755186722,206.0,211.0,217.0
7,905,682,65,47,0.26,clIscA1,135,202.62042788129745,196.0,201.0,209.0
7,1019,692,67,48,1.13,clIscA1,135,179.54334170854273,173.0,180.0,183.0
8,418,802,59,41,0.0002,clIscA1,135,191.34230055658628,184.0,191.0,198.0
8,533,787,52,38,1.92,clIscA1,135,199.38248847926266,191.0,201.0,207.0
8,652,778,48,37,1.12,clIscA1,135,203.54112038140644,196.0,203.0,209.0
8,764,782,47,38,3.19,clIscA1,135,207.10295857988166,201.0,207.0,213.0
8,880,784,54,39,1.74,clIscA1,135,216.92380952380952,208.0,218.0,226.0
8,989,802,63,43,0.9,clIscA1,135,186.90427215189874,179.0,188.0,192.0
1,369,46,67,49,1.74,clIscA1,144,179.08768406961178,174.0,180.0,181.0
1,504,48,66,50,0.53,clIscA1,144,187.07197943444731,182.0,188.0,190.0
1,636,56,63,50,1.24,clIscA1,144,188.22843976300197,183.0,189.0,190.0
1,762,57,65,51,3.48,clIscA1,144,189.8241469816273,185.0,190.0,192.0
1,896,52,69,54,0.75,clIscA1,144,181.64027939464495,172.0,181.0,189.0
1,1026,44,74,54,1.1,clIscA1,144,189.98032961190856,185.0,190.0,193.0
2,364,153,65,47,1.45,clIscA1,144,188.00343878954607,182.0,189.0,191.0
2,492,158,67,50,7.0,clIscA1,144,194.60179833012202,189.0,194.0,199.0
2,631,161,70,51,3.05,clIscA1,144,200.0107120352867,194.0,200.0,205.0
2,761,162,68,52,3.29,clIscA1,144,198.2155223880597,191.0,199.0,202.0
2,902,157,71,54,0.9,clIscA1,144,191.46056260341976,185.0,191.0,196.0
2,1032,155,73,53,2.1,clIscA1,144,201.60012515644556,194.0,202.0,209.0
3,360,266,64,47,0.62,clIscA1,144,195.5525179856115,190.0,196.0,200.0
3,491,267,67,51,3.14,clIscA1,144,193.4310551558753,189.0,191.0,200.0
3,631,263,68,51,2.68,clIscA1,144,195.3155713439905,189.0,196.0,200.0
3,774,261,70,52,0.2,clIscA1,144,193.512252042007,189.0,193.0,199.0
3,901,257,71,52,0.71,clIscA1,144,192.38032786885245,184.0,191.0,199.0
3,1037,263,73,52,4.0,clIscA1,144,194.00549752611326,187.0,193.0,200.0
4,361,372,64,46,0.57,clIscA1,144,191.32451751250895,186.0,191.0,196.0
4,495,371,68,49,1.78,clIscA1,144,193.19221260815823,187.0,191.0,199.0
4,619,369,69,50,1.74,clIscA1,144,191.10564225690277,186.0,190.0,196.0
4,772,372,71,51,4.46,clIscA1,144,200.02836451418224,192.0,200.0,206.0
4,904,366,72,52,0.66,clIscA1,144,199.19668246445497,192.0,200.0,203.0
4,1036,371,70,50,3.48,clIscA1,144,191.38069216757742,186.0,191.0,196.0
5,361,476,65,46,0.44,clIscA1,144,195.09856262833677,189.0,194.0,200.0
5,494,478,67,48,2.87,clIscA1,144,196.7127388535032,190.0,197.0,202.0
5,630,478,66,49,0.89,clIscA1,144,189.8,183.0,190.0,195.0
5,770,476,68,50,3.25,clIscA1,144,196.51645569620254,190.0,196.0,200.0
5,915,472,71,51,0.4,clIscA1,144,193.57931435212086,186.0,193.0,200.0
5,1036,477,70,51,2.0,clIscA1,144,186.944156591825,180.0,189.0,191.0
6,361,583,65,47,0.33,clIscA1,144,189.65438108484005,183.0,190.0,194.0
6,487,579,66,48,1.62,clIscA1,144,199.90743243243244,192.0,200.0,206.0
6,634,577,66,48,7.18,clIscA1,144,207.54760250173732,200.0,208.0,212.0
6,767,580,65,48,5.43,clIscA1,144,214.25049570389953,208.0,214.0,219.0
6,904,582,70,50,0.2,clIscA1,144,192.8255416191562,187.0,192.0,198.0
6,1036,581,70,49,1.43,clIscA1,144,190.55455635491606,184.0,190.0,195.0
7,381,690,64,45,0.0001,clIscA1,144,189.63116511794138,184.0,190.0,193.0
7,508,687,62,45,3.55,clIscA1,144,202.86265432098764,197.0,201.0,209.0
7,632,684,58,45,8.27,clIscA1,144,204.47630922693267,198.0,205.0,209.0
7,764,681,60,45,4.46,clIscA1,144,206.5758564437194,201.0,207.0,211.0
7,905,682,65,47,0.26,clIscA1,144,200.5801687763713,192.0,200.0,207.0
7,1019,692,67,48,1.13,clIscA1,144,177.22704402515723,171.0,178.0,181.0
8,418,802,59,42,0.0002,clIscA1,144,187.4978204010462,180.0,189.0,193.0
8,533,787,52,38,1.92,clIscA1,144,199.5431693989071,192.0,200.0,206.0
8,652,778,48,37,1.12,clIscA1,144,202.67589388696655,195.0,202.0,209.0
8,764,782,47,38,3.19,clIscA1,144,203.71005917159763,197.0,203.0,209.0
8,880,784,54,39,1.74,clIscA1,144,215.29048086359177,206.0,216.0,221.0
8,989,802,63,43,0.9,clIscA1,144,185.33698201720094,177.0,186.0,190.0
1,369,46,67,49,1.74,clIscA1,153,181.61486939048896,177.0,181.0,186.0
1,504,48,66,50,0.53,clIscA1,153,191.59387923904052,187.0,193.0,198.0
1,636,56,64,50,1.24,clIscA1,153,192.37098344693283,188.0,194.0,198.0
1,762,57,66,51,3.48,clIscA1,153,197.72989949748742,192.0,198.0,201.0
1,896,52,69,54,0.75,clIscA1,153,183.5582285401859,176.0,183.0,190.0
1,1026,44,74,54,1.1,clIscA1,153,196.06677613574166,191.0,198.0,198.0
2,364,153,64,47,1.45,clIscA1,153,190.48145604395606,187.0,190.0,195.0
2,492,158,67,50,7.0,clIscA1,153,198.0880195599022,191.0,198.0,203.0
2,631,161,70,51,3.05,clIscA1,153,206.77250900360144,199.0,208.0,213.0
2,761,162,68,52,3.29,clIscA1,153,206.70501474926255,199.0,208.0,211.0
2,902,157,71,53,0.9,clIscA1,153,196.01300904977376,188.0,197.0,200.0
2,1032,155,73,53,2.1,clIscA1,153,208.34480812641084,201.0,208.0,213.0
3,360,266,64,47,0.62,clIscA1,153,198.8501400560224,196.0,198.0,202.0
3,491,267,67,51,3.14,clIscA1,153,197.17608173076923,190.0,198.0,201.0
3,631,263,68,51,2.68,clIscA1,153,201.54688731284475,197.0,202.0,208.0
3,774,261,69,52,0.2,clIscA1,153,201.72383720930233,197.0,201.0,207.0
3,901,257,71,52,0.71,clIscA1,153,196.4423286180631,188.0,197.0,203.0
3,1037,263,72,52,4.0,clIscA1,153,198.791643454039,189.0,198.0,205.0
4,361,372,64,46,0.57,clIscA1,153,194.1571018651363,188.0,195.0,198.0
4,495,371,68,49,1.78,clIscA1,153,198.22721437740694,192.0,198.0,204.0
4,619,369,69,50,1.74,clIscA1,153,198.13021491782553,192.0,198.0,204.0
4,772,372,71,51,4.46,clIscA1,153,207.13309982486865,199.0,207.0,214.0
4,904,366,72,52,0.66,clIscA1,153,203.56325632563255,197.0,204.0,208.0
4,1036,371,70,50,3.48,clIscA1,153,196.6396664681358,190.0,198.0,200.0
5,361,476,65,46,0.44,clIscA1,153,198.13664596273293,192.0,198.0,203.0
5,494,478,67,48,2.87,clIscA1,153,201.70942408376965,196.0,201.0,208.0
5,630,478,66,49,0.89,clIscA1,153,197.18346253229973,190.0,198.0,203.0
5,770,476,68,50,3.25,clIscA1,153,202.94498777506112,197.0,203.0,208.0
5,915,472,71,51,0.4,clIscA1,153,197.56915196357428,189.0,198.0,203.0
5,1036,477,70,51,2.0,clIscA1,153,190.214696485623,184.0,190.0,197.0
6,361,583,65,47,0.33,clIscA1,153,193.9157894736842,187.0,196.0,199.0
6,487,579,66,48,1.62,clIscA1,153,205.1153314917127,198.0,205.0,210.0
6,634,577,66,48,7.18,clIscA1,153,215.16869095816463,208.0,216.0,220.0
6,767,580,65,48,5.43,clIscA1,153,221.23545150501673,215.0,220.0,227.0
6,904,582,70,50,0.2,clIscA1,153,197.71864009378663,191.0,198.0,204.0
6,1036,581,70,49,1.43,clIscA1,153,195.04280618311535,189.0,196.0,199.0
7,381,690,64,45,0.0001,clIscA1,153,191.00375375375376,187.0,190.0,197.0
7,508,687,62,44,3.55,clIscA1,153,203.97307692307692,198.0,204.0,210.0
7,632,684,58,45,8.27,clIscA1,153,212.69587194608255,207.0,213.0,218.0
7,764,681,60,45,4.46,clIscA1,153,213.3082408874802,207.0,214.0,217.0
7,905,682,65,47,0.26,clIscA1,153,205.38703071672356,198.0,206.0,211.0
7,1019,692,67,48,1.13,clIscA1,153,180.34711964549484,175.0,180.0,188.0
8,418,802,59,42,0.0002,clIscA1,153,194.33928571428572,187.0,196.0,199.0
8,533,787,51,38,1.92,clIscA1,153,202.27135135135134,192.0,202.0,209.0
8,652,778,48,37,1.12,clIscA1,153,205.87889688249402,198.0,207.0,212.0
8,764,782,47,38,3.19,clIscA1,153,209.93897882938978,205.0,210.0,215.0
8,880,784,54,39,1.74,clIscA1,153,220.6858846918489,211.0,220.0,228.0
8,989,802,63,43,0.9,clIscA1,153,188.70823529411766,180.0,188.0,195.0
1,369,46,66,49,1.74,clIscA1,162,178.7998687664042,176.0,178.0,182.0
1,504,48,66,50,0.53,clIscA1,162,190.17725540025413,187.0,190.0,194.0
1,636,56,63,50,1.24,clIscA1,162,186.99865229110512,183.0,188.0,189.0
1,762,57,65,51,3.48,clIscA1,162,193.0654420206659,189.0,196.0,198.0
1,895,52,70,54,0.75,clIscA1,162,182.7011049723757,175.0,181.0,189.0
1,1026,44,74,55,1.1,clIscA1,162,192.22212065813528,188.0,196.0,198.0
2,364,153,65,47,1.45,clIscA1,162,188.73971631205674,184.0,188.0,193.0
2,491,158,68,50,7.0,clIscA1,162,196.38619402985074,189.0,197.0,200.0
2,631,161,70,51,3.05,clIscA1,162,200.67995169082127,195.0,201.0,205.0
2,761,162,69,52,3.29,clIscA1,162,202.1421965317919,197.0,201.0,208.0
2,902,157,71,54,0.9,clIscA1,162,193.07900432900433,187.0,193.0,198.0
2,1032,155,73,53,2.1,clIscA1,162,205.67421790722761,198.0,207.0,210.0
3,360,266,64,47,0.62,clIscA1,162,197.04178674351584,190.0,198.0,201.0
3,491,267,67,50,3.14,clIscA1,162,194.29770531400968,188.0,195.0,199.0
3,631,263,68,51,2.68,clIscA1,162,196.9754343918514,191.0,198.0,199.0
3,773,261,71,52,0.2,clIscA1,162,197.07588235294116,189.0,198.0,202.0
3,901,257,71,52,0.71,clIscA1,162,193.43642611683848,186.0,194.0,200.0
3,1037,263,73,52,4.0,clIscA1,162,195.66648619382784,187.0,197.0,201.0
4,361,372,64,46,0.57,clIscA1,162,193.16244725738397,187.0,193.0,198.0
4,495,371,68,49,1.78,clIscA1,162,195.0852079072938,188.0,195.0,201.0
4,619,369,69,50,1.74,clIscA1,162,193.7655768044417,188.0,194.0,198.0
4,772,372,71,51,4.46,clIscA1,162,202.07761529808775,194.0,201.0,208.0
4,904,366,72,52,0.66,clIscA1,162,200.60845588235293,195.0,201.0,207.0
4,1036,371,70,50,3.48,clIscA1,162,193.66404358353512,187.0,195.0,198.0
5,361,476,65,46,0.44,clIscA1,162,196.96900826446281,190.0,198.0,201.0
5,495,478,66,48,2.87,clIscA1,162,197.74485049833888,191.0,198.0,203.0
5,630,478,65,49,0.89,clIscA1,162,192.36572890025576,187.0,192.0,198.0
5,770,476,68,50,3.25,clIscA1,162,197.0734114743985,191.0,198.0,199.0
5,915,472,71,51,0.4,clIscA1,162,196.60455607476635,188.0,198.0,202.0
5,1036,477,70,51,2.0,clIscA1,162,187.72271914132378,180.0,188.0,193.0
6,361,583,65,47,0.33,clIscA1,162,191.75070821529744,187.0,191.0,198.0
6,487,579,66,48,1.62,clIscA1,162,201.66318537859007,195.0,200.0,208.0
6,634,577,66,48,7.18,clIscA1,162,209.69230769230768,206.0,209.0,214.0
6,767,580,65,48,5.43,clIscA1,162,215.32386363636363,209.0,216.0,220.0
6,904,582,70,50,0.2,clIscA1,162,197.6569936157864,191.0,197.0,203.0
6,1036,581,70,49,1.43,clIscA1,162,191.6292203806016,187.0,191.0,196.0
7,381,690,64,45,0.0001,clIscA1,162,190.2733661278988,187.0,189.0,195.0
7,508,687,62,45,3.55,clIscA1,162,203.30361260568793,197.0,202.0,208.0
7,632,684,58,45,8.27,clIscA1,162,207.38225538971807,201.0,208.0,213.0
7,764,681,60,45,4.46,clIscA1,162,206.79274193548386,200.0,207.0,211.0
7,905,682,65,47,0.26,clIscA1,162,203.97278436845778,198.0,204.0,209.0
7,1019,692,67,48,1.13,clIscA1,162,177.4315589353612,170.0,178.0,181.0
