,1.74,0.53,1.24,3.48,0.75,1.1,1.45,7.0,3.05,3.29,0.9,2.1,0.62,3.14,2.68,0.2,0.71,4.0,0.57,1.78,4.46,0.66,0.44,2.87,0.89,3.25,0.4,2.0,0.33,1.62,7.18,5.43,1.43,0.0001,3.55,8.27,0.26,1.13,0.0002,1.92,1.12,3.19
9,78.33961038961041,60.331794195250694,66.8096256684492,54.76807039597736,75.85387131952018,67.68990384615384,65.28353022932592,51.35564304461943,54.9892879647133,40.74950429610044,58.98699095022624,59.95719381688468,57.95821325648416,51.69638739431204,57.27115613825984,67.9584799437016,64.13127413127413,75.45033929673042,59.81818181818181,52.68660022148393,61.452715070164714,46.98705882352945,58.5298715801228,72.19218749999999,58.77660324171953,68.35714285714283,65.56677740863793,63.70246238030097,75.69959793222287,76.81028277634962,69.81290322580645,50.27376425855513,38.400666666666666,56.32308619650391,64.69696969696969,51.171933583288705,64.18434163701073,60.56246228123115,43.010594947025254,57.845977011494284,51.53948287910552,61.76322967812328
18,58.60362400906001,73.30721003134795,59.56263577118031,68.2191673212883,65.54227590591233,70.4087591240876,60.39130434782609,68.09572784810123,65.34561891515995,69.66301798279909,39.83130904183537,34.31411530815109,57.343006384213595,66.59647779479323,68.51635351426583,58.71875,41.12724306688415,69.10344827586204,50.257839721254356,50.862453531598504,65.85649409627612,35.40962671905697,57.62529002320187,51.359976662777115,31.791044776119406,63.98152709359604,70.46447669977081,63.04479578392625,69.11111111111111,58.229108635097504,70.49012158054711,62.911124190700406,64.89465408805032,56.224827586206885,71.96774193548387,39.75437415881561,66.1996891996892,65.93033292231812,48.20452640402351,48.0351145038168,72.1396103896104,49.082859463850525
27,55.9381735677822,47.150485436893206,62.055796652200854,41.889437314906246,60.334475668265924,43.21393523061829,53.41619228336495,38.076190476190476,68.05584340817501,39.70951913640823,49.88466850828729,45.061021170610246,39.676136363636374,37.60188087774296,65.42664958360027,62.64718019257225,53.44816835541695,57.8136511375948,46.73469387755105,45.253285543608115,79.57189119170985,69.63716108452951,59.17199558985669,59.332272437937604,43.54632972322503,56.04313725490195,33.34984833164813,63.76885474860336,69.2177304964539,64.46414602346803,56.805093046033306,59.55155875299761,46.0926108374384,70.37835926449787,59.536643026004725,38.1446923597025,44.80174927113703,64.68108419838521,57.10900140646976,63.061052631578974,62.942375886524786,42.135289323553394
36,65.60278113663841,53.97651421508036,54.16349384098544,50.33018867924528,61.36307901907361,52.75029171528587,58.234217171717205,47.89704142011831,61.42068564787911,52.32410611303348,61.084210526315786,49.12110311750601,45.30769230769232,51.99421296296296,63.03714451538016,59.811310494834146,69.3958031837916,49.603468208092494,48.56568144499175,32.99802955665024,53.22043386983904,66.53511497824735,68.2138063279003,60.77303233679072,49.991793669402114,56.0183486238532,47.79622641509431,69.04516640253564,76.48165443629085,58.218832891246734,63.121212121212125,54.078589108910904,49.848225214198294,69.38040345821324,55.34282325029656,50.528781793842,50.995186522262316,44.16554508748317,77.19920053297801,58.33756038647343,52.650485436893206,53.03129770992368
45,62.88446726572528,54.19565217391303,50.36686046511633,52.19711538461539,63.247808299240205,52.881516587677766,54.72757475083057,51.458879618593556,58.48354430379749,55.45683060109289,64.785303514377,52.72864864864869,53.33681462140993,52.75657894736841,38.656291390728484,66.04507042253519,64.22363636363636,52.32425742574259,50.79922480620155,65.76744186046511,45.913917940466604,67.29758935993351,80.00832799487509,62.94444444444443,51.68313641245973,63.807243707796204,52.997666277712966,58.88928359976316,69.40148448043189,64.04972375690608,59.386651323360155,60.27670869276707,52.084257206208406,64.14474439977027,58.38290788013319,61.73724137931035,53.91220556745185,42.45816186556928,69.75504587155959,57.74908200734393,50.69437939110071,70.05776173285199
54,65.58765081618168,58.18930481283425,58.95838359469241,54.41323210412153,57.57103064066851,55.94414019715228,58.43188202247191,63.65769944341372,65.19999999999999,67.5021795989538,57.430848036425715,60.660714285714306,63.249291784702564,47.83434835566385,46.41728064300071,58.3544776119403,65.08166862514688,50.59481037924152,62.98171589310829,62.030752333882475,48.97626841243863,63.87549074593383,55.14443676572219,60.092734790313074,63.49266609145815,64.65032258064517,55.21868131868132,57.8218161050828,71.7579519006982,65.753264604811,61.59223300970871,54.050414364640886,64.0927659574468,57.34202161474889,71.14154411764707,64.08583186360963,64.7081292850147,54.34812760055479,58.00108108108111,38.81280788177341,51.63025210084032,64.36208991494533
63,62.84341435839457,68.69838249286391,58.593146417445496,65.18928262748489,56.43105446118193,67.7156220767072,61.624754420432254,75.45665829145727,58.2872611464968,77.77295597484277,52.05501222493888,66.29176470588231,67.27728085867625,77.56844106463879,56.12925170068027,58.3780487804878,47.7083897158322,69.6403162055336,60.381065088757396,63.57039510294936,55.30610626486916,66.44604316546759,52.252764612954195,61.9426136363636,77.76344782890473,64.98202731847593,65.45590828924159,65.0611735330836,36.36417322834643,59.5661133371494,77.05069708491763,57.947586206896574,70.65834428383707,63.46514745308312,76.75925925925927,58.6643192488263,50.42961165048544,68.25402379286217,53.2923076923077,38.162398921832846,45.42038834951455,63.31757925072043
72,64.92598870056497,79.35904082955281,62.71636363636361,74.92060491493385,64.41698595146872,55.753282653766405,53.28644067796611,52.379572118702555,59.90143737166321,51.289940828402365,57.81653746770027,49.61296928327641,58.39544392523365,51.02721563154225,68.35381355932199,54.26217228464421,41.7314939434724,58.6056338028169,58.22202486678509,57.24778761061947,67.92279942279944,62.734897360703826,56.206255283178365,54.22098475967175,49.703092783505156,61.43296703296704,77.643853820598,66.15059445178335,49.57125890736344,54.040363843092706,58.331686661961896,58.56662515566629,52.44965986394561,58.9023763648041,55.6354401805869,52.27544180377819,52.04871259568549,69.84343731606833,53.59829059829059,51.40915119363396,67.02662229617309,42.59325533379217
81,64.0333909038572,56.83844011142065,60.57758620689657,52.88165680473372,62.46959896507116,50.62903225806451,48.3385146804836,55.61751152073737,63.61930783242255,48.4241435562806,53.29057591623035,41.691759112519804,57.92658852560149,48.20725806451617,70.14665878178593,64.88429172510519,56.33224329627208,57.036578171091435,36.56597222222223,56.6943231441048,64.97970479704796,62.87016229712859,58.686228482003116,54.38442822384431,45.62135922330097,64.11892208553016,52.3405172413793,69.47800149142432,56.83410672853827,64.75045648204508,49.13993710691824,53.90675600223335,47.31738623103851,64.43333333333337,49.750607287449355,59.89901639344265,42.11065235342693,63.398058252427205,48.918407960199005,61.66527777777779,57.64549304295221,40.97400820793433
