,0.0001,0.0002,0.0601,0.0602,0.0701,0.0702,0.0901,0.0902,0.1001,0.1002,0.1101,0.1102,0.1201,0.1202,0.1301,0.1302,0.1401,0.1402,0.1501,0.1502,0.1701,0.1702
9,77.2617124394184,67.7185128983308,60.31194108364019,51.77802690582959,60.281968967362275,62.130841121495365,46.66717325227961,57.622641509434004,47.857142857142804,44.80097765363129,55.00278086763069,53.02707808564233,54.6826381059752,54.489993544222045,51.768200349446715,54.11873015873016,53.408633944411605,53.26987307949233,55.10241318422601,58.06986301369864,70.88522336769759,82.51724137931035
18,74.15935334872975,63.90570342205319,57.78273958855996,50.05661434977577,59.11013698630137,59.786486486486496,44.13206106870231,46.845724907063186,48.24169741697415,41.28938237335183,54.11784140969161,52.01514195583596,53.97565118912797,53.725786163522,52.01977894124491,53.67456758488149,51.03403755868544,53.216589861751146,54.48578061520601,56.40040106951872,68.38589743589753,79.44470962609387
27,76.8027950310559,66.79385307346328,60.5254506892895,51.86890574214519,60.62080173347775,61.97934950955079,46.998437499999994,56.01587301587301,47.77568922305761,44.31294964028777,55.30396475770925,53.494923857868,54.96065573770491,55.03765156349712,53.9582352941176,53.88037634408599,52.3485647334505,52.52669270833337,55.77570093457953,57.4856952761144,70.13176777560335,81.98405103668262
36,80.13079847908745,70.6783320923306,62.899115964638554,55.33689839572193,64.30597014925377,64.34113364534588,47.972804972804965,53.87965616045841,52.6572327044025,46.643410852713174,59.149006622516566,57.68710493046777,59.28259653049801,59.55041217501591,58.84147041929921,58.722440944881896,56.381976744186005,57.592616580310846,58.32204396910279,61.555329260013565,73.2416721097322,83.07319013524264
45,82.82540983606555,73.75704493526277,65.47971237801747,57.37675463222911,65.59635560463832,67.22246220302375,49.08091123330715,58.9375,51.80548926014319,48.1420802175391,60.168918918918905,58.40074906367039,59.35126234906696,59.302325581395365,60.51872871736663,57.376774193548414,56.49563699825481,55.996699669967,58.69539198084979,61.055704697986556,72.98032994923855,83.11490683229815
54,80.51058631921825,71.59985152190052,64.77986437141368,56.54520547945205,65.2943162633652,65.56756756756761,48.216153846153844,55.293732460243206,52.08474576271189,46.428054953000725,60.40369540873459,58.11592356687899,60.103030303030295,60.25617283950615,61.51386430678471,58.14352469959951,56.06651108518088,57.04131697869593,59.42163742690059,61.72082717872968,73.09050064184856,83.45325542570953
63,82.78971962616822,73.9468412942989,65.28201058201057,57.6021146355036,65.38715380082499,66.9922480620155,48.19489559164737,54.69581395348837,51.93653727664815,46.85814116002791,59.24472333143183,57.34191176470591,58.877233429394806,58.773514851485146,61.85542168674695,56.60822784810128,55.49854735618831,55.350615683733,57.383850204798165,60.13877822045151,72.97532467532471,82.21335379892557
72,82.06315789473683,72.3189591078067,64.4129967776584,56.836386607706885,65.30053989202159,65.26307277628032,49.30054644808743,55.35601118359739,51.55174488567991,46.7375596455351,59.92394366197183,58.32102628285361,59.52234474753337,60.67204648160103,62.6270207852194,57.2779187817259,54.89535567313351,56.83018867924528,58.938256658595606,61.12534059945503,72.73040152963671,84.50581395348837
81,83.11711711711712,73.29299847793001,65.0793893129771,55.96377228292121,65.129177377892,66.40426666666667,44.55330739299612,53.63035381750467,50.34241486068112,46.48105789849893,58.694196428571445,56.75140537164273,58.97540983606561,58.03148148148151,63.04556074766356,55.16786885245901,54.36391251518833,53.8015315890236,56.09011627906975,58.35180240320429,70.87835051546392,80.06577916992953
90,84.13093289689036,73.57403189066059,65.233608815427,57.679190751445134,65.25347415230681,65.38805970149255,47.32686335403719,54.969302325581396,50.36734693877551,45.882768361581924,58.444629938786846,57.484335839599,59.055211267605614,59.470963624760714,63.552467385138954,56.25708884688092,53.58770343580471,55.52380952380952,57.317290552584666,59.44537815126051,71.03486120077471,82.72911787665885
99,87.05467511885897,79.54650269023827,68.9989247311828,59.97106288258209,68.19436775262281,70.61571125265391,49.190292758089356,57.102611940298516,55.3360248447205,51.02332155477032,63.31973539140023,61.870765370138,63.85259631490791,63.72257250945776,69.75416427340608,59.98533163265307,57.99586532782041,59.07868852459015,60.92358604091456,63.96791808873721,74.66951379763469,85.35468750000001
108,83.74439024390244,72.54360902255641,64.6697247706422,58.546378653113095,65.97970687711387,66.05813953488371,47.336618650492795,52.67362428842509,48.537003058104006,44.33473389355743,58.31825795644892,56.84658040665431,58.03353828954721,59.30863402061857,64.51004728132389,54.080305927342266,51.68686262747451,53.83586025049439,56.9134727061556,58.21133659902031,71.13540290620872,81.74308943089432
117,87.64725457570717,79.40861812778604,69.3356056633456,59.807646356033445,68.30252583237657,70.65877287405812,48.1687306501548,56.11002921129503,54.13993808049537,49.18302018093249,63.63058419243987,62.11931818181819,63.26797752808989,63.91650610147721,71.14149253731344,58.85723231058233,57.18419489007721,58.28992146596855,59.82030338389731,62.662860980523874,74.16126809097173,83.25705076551168
126,89.80353031465847,79.53059701492538,70.23097392229911,62.883484767504,70.40833333333333,71.14135575407252,50.64798737174431,58.02785515320335,53.5563862928349,49.28840782122904,63.776530039303765,62.326911124922304,63.50864055299539,64.47933884297521,70.82363213038417,59.125874125874134,56.71394230769232,58.092531394580305,60.111309523809524,61.814030443414964,73.81604073838321,85.40651085141903
135,87.42822384428223,79.26093750000001,67.6325581395349,58.81665735047511,67.33754116355652,68.71349250416435,45.80669710806697,56.0974456007568,52.90429447852759,49.23477070499655,61.74752475247519,61.34820867379008,62.33069082672711,62.50851735015772,71.63223140495867,58.02130406714008,55.52972972972972,56.85857908847191,58.10683012259193,61.47452018530777,72.89504563233376,82.16666666666666
144,94.34671814671816,83.96636085626912,74.97857889237198,67.8987341772152,75.31701764371087,75.97024114930733,55.65620214395099,60.02609506057783,59.555624227441285,53.47124047124041,68.08664058133036,66.67244582043344,68.57891737891737,69.3520050922979,77.35008976660683,63.7684630738523,60.61879432624113,62.79440468445023,64.57777777777775,66.46788321167881,77.8101023017903,88.59036144578317
153,91.03956555469355,83.64873174481167,72.23072943610961,64.06753688989784,72.14997137950772,72.96105263157895,51.216589861751146,58.80571428571429,56.540675844806,52.451285520974295,66.68385269121816,65.04454203262233,66.81403308613801,67.2146401985112,77.16530849825378,61.5147247119078,59.064573459715604,60.22001282873637,63.10300176574455,65.28475033738192,76.21962025316455,86.59525899912202
162,96.48760330578511,85.24905944319036,75.32291666666666,67.0754504504504,75.8544474393531,76.61413612565445,52.545239968528705,59.270620945319706,58.661378889566805,52.80594900849857,67.6220697541452,66.0043942247332,67.50057603686636,68.56762028608583,78.43790849673204,61.96694750486071,59.356763142350786,61.22668393782388,62.126936829559014,64.23237962316821,76.48118811881187,86.19284603421465
171,91.76119402985074,83.46495855312736,71.15955766192732,62.783499446290165,71.3044482957828,71.5919477693144,49.33693138010793,58.84230406043437,54.925280199252796,52.953716690042086,64.5885681946803,66.07090012330457,65.75633640552996,66.85301668806159,78.21080139372822,60.165234633179125,57.913198573127204,59.02906976744191,61.6347517730496,64.08646112600536,75.24862258953169,85.70829909613803
180,97.38140267927503,86.58398133748057,76.25830903790089,67.05072463768116,74.81782065834281,76.42946058091286,52.7688,56.1279847182426,58.57956777996071,50.230043541364296,67.52164261931193,64.55104629042481,67.23957158962796,67.72898368883313,79.58070279928529,60.6681443951868,57.54312908982749,59.98581560283688,60.89595719381688,63.32956951305576,74.95262816353016,85.24979919678714
189,95.78180286436395,86.59209545115584,76.19553072625698,68.8462469733656,75.99547767100057,75.84499461786868,53.961295418641356,62.13962264150953,58.83751493428912,56.65722183828612,69.6875,69.7385180649112,70.55019199122319,70.9956002514142,83.72,63.80472239948949,61.34546539379471,62.89874255459961,65.8362884160756,68.61653015636631,78.42637644046096,89.37187499999999
